title,num_bed,num_bath,area,amenities,location,building_type,purpose,price_in_BDT,details,listing_url
Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 1650 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 105000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  210000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-baridhara-diplomatic-zone/56
3300 Sqft Unfurnished Property For Rent at Baridhara Diplomatic Zone, 5 bd, 6 ba, 3300 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 260000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  520000,",http://www.rentalhomebd.com/properties/3300-sqft-property-for-rent-at-baridhara-diplomatic-zone/57
Semi-Furnished Apartment of 2500 sqft For Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/semi-furnished-apartment-of-2500-sqft-for-rent-at-baridhara-diplomatic-zone/59
2000 sqft Furnished Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 2000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/60
Furnished Apartment For Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3300 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties/furnished-apartment-for-rent-at-baridhara-diplomatic-zone/58
3150 sqft Semi-Furnished Apartment For Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3150 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties/3150-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/61
Duplex home., 3 bd, 3 ba, 2400 sqft,"Intercom,Wi-Fi,Govt. Gas,Elevator,Security Guard,WASA,Child Allowed,Driver Room,Pet Allowed","G block, Basundhara, Adabor, Dhaka",Duplex Home,Sale, 20/mo,"Property Condition:  New,,Floor Number:  7,,Kitchen:  1,,Furnished Status:  Furnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties/flat/66
Dream Home, 4 bd, 5 ba, 2200 sqft,"Intercom,Wi-Fi,Fire Alarm,Govt. Gas,Hot Water,Emergency Exit,Elevator,WASA,Rooftop Garden,Swimming Pool,Community Center,Driver Room,Pet Allowed","F Block, Bashundhara, Bashundhara, Dhaka",Duplex Home,Sale, 50/mo,"Property Condition:  New,,Floor Number:  8,,Floor Type:  Marble,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties/dream-home/63
2000 sqft Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-gulshan-2/69
2000 sqft Semi-Furnished Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties/2000-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/70
3000 sqft Furnished Apartment for Apartment For Rent @ Gulshan-2, 4 bd, 5 ba, 3000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 210000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  420000,",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-apartment-for-rent-at-gulshan-2/71
4500 sqft Unfurnished Apartment For Rent @ Gulshan-2, 4 bd, 4 ba, 4500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/3700-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/72
5200 sqft Semi-Furnished Apartment For Rent @ Baridhara Diplomatic ZOne, 4 bd, 6 ba, 5200 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed,Pet Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 290000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  40000,,Advance Deposit:  580000,",http://www.rentalhomebd.com/properties/5200-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/29
4000 sqft Furnished Property For Rent @ Baridhara Diplomatic Zone, 4 bd, 4 ba, 4000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  460000,",http://www.rentalhomebd.com/properties/4000-sqft-furnished-property-for-rent-at-baridhara-diplomatic-zone/32
A Luxurious Apartment Rent @ Baridhara Diplomatic Zone., 4 bd, 5 ba, 3700 sqft,"Intercom,Wi-Fi,Fire Alarm,Electricity,Safety Grill,Internet,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,Landscape Garden,WASA,Guard's Room,Rooftop Garden,Visitor's Car Parking,Gymnasium,Swimming Pool,Community Center,Child Allowed,Pet Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 300000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Marble,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  20000,,Advance Deposit:  6000000,",http://www.rentalhomebd.com/properties/a-luxurious-apartment-rent-at-baridhara-diplomatic-zone/73
Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 2050 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 105000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  210000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-baridhara-diplomatic-zone/30
3750 sqft Unfurnished Property For Rent @ Baridhara Diplomatic Zone, 4 bd, 4 ba, 3750 sqft,"Intercom,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 370000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  18000,,Advance Deposit:  740000,",http://www.rentalhomebd.com/properties/unfurnished-property-for-rent-at-baridhara-diplomatic-zone/33
2350 Sqft Unfurnished Property For Rent @ Baridhara  Diplomatic Zone, 3 bd, 3 ba, 2350 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/2350-sqft-unfurnished-property-for-rent-at-baridhara-diplomatic-zone/34
Property For Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 2573 sqft,"Intercom,Safety Grill,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone., Baridhara, Dhaka",Apartment/Flats,Rent, 80000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  160000,",http://www.rentalhomebd.com/properties/property-for-rent-at-baridhara-diplomatic-zone/35
2250 Sqft property For Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2250 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 135000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  270000,",http://www.rentalhomebd.com/properties/2250-sqft-property-for-rent-at-baridhara-diplomatic-zone/38
Independent House for Rent, 4 bd, 4 ba, 3500 sqft,"Electricity,Govt. Gas,Hot Water,WASA,Child Allowed","Baridhara Diplomatic Zone., Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties/independent-house-for-rent/39
4700 sqft Semi-furnished Property For Rent In Baridhara Diplomatic Area, 4 bd, 5 ba, 4700 sqft,"Intercom,Fire Alarm,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 370000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  740000,",http://www.rentalhomebd.com/properties/4700-sqft-semi-furnished-property-for-rent-in-baridhara-diplomatic-area/41
2500 Sqft Furnished Property For Rent @ Baridhara Diplomatic Zozne, 3 bd, 3 ba, 2500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2500-sqft-furnished-property-for-rent-at-baridhara-diplomatic-zozne/40
2750 sqft Apartment For Rent In Baridhara Diplomatic Zone, 3 bd, 3 ba, 2750 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Visitor's Car Parking,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties/2750-sqft-apartment-for-rent-in-baridhara/42
Semi-Furnished 3200 Sqft Property For Rent at Baridhara Diplomatic Zone, 4 bd, 4 ba, 3200 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Rooftop Garden,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties/semi-furnished-3200-sqft-property-for-rent-at-baridhara-diplomatic-zone/44
Top Floor For Rent @ Baridhara Diplomatic Area, 4 bd, 4 ba, 2450 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8500,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties/top-floor-for-rent-at-baridhara-diplomatic-area/45
2600 sqft Furnished Property For Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2600 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2600-sqft-furnished-property-for-rent-at-baridhara-diplomatic-zone/47
2200 sqft Furnished Property Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 2200 sqft,"Intercom,Electricity,Safety Grill,Internet,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties/2200-sqft-furnished-property-rent-at-baridhara-diplomatic-zone/50
Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 3 ba, 2200 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-baridhara-diplomatic-zone/49
Semi-Furnished Property For Rent at Baridhara Diplomatic Zone, 4 bd, 4 ba, 3500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  460000,",http://www.rentalhomebd.com/properties/semi-furnished-property-for-rent-at-baridhara-diplomatic-zone/5
Fully Furnished Flat Rent @ Baridhara diplomatic Zone, 3 bd, 4 ba, 2700 sqft,"Intercom,Wi-Fi,Fire Alarm,Electricity,Safety Grill,Internet,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,Landscape Garden,WASA,Guard's Room,Rooftop Garden,Child Allowed","Baridhara diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 175000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  8000,,Advance Deposit:  350000,",http://www.rentalhomebd.com/properties/fully-furnished-flat-rent-at-baridhara-diplomatic-zone/8
Commercial Space For Rent, 0 bd, 1 ba, 300 sqft,Electricity,"Kamal Ataturk Avenue, Banani, Dhaka",Showroom / Shop / Restaurant,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  1,,Floor Type:  Tiled,,Furnished Status:  Unfurnished,,Advance Deposit:  500000,",http://www.rentalhomebd.com/properties/commercial-space-for-rent/9
2400 sqft Property For Rent at Baridhara, 3 bd, 4 ba, 2400 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 135000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  11000,,Advance Deposit:  270000,",http://www.rentalhomebd.com/properties/2400-sqft-property-for-rent-at-baridhara/11
