area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,dining,floor,floor_type,land_katha,living,location,parking_space,price_per_sft,property_type,view
1248,3,3,2,1,,6th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
875,1,1,2,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,230.00৳",Apartment,
1795,2,1,3,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment,
1100,2,2,2,,,Ground,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
1390,2,3,3,1,,9th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1680,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment,
700,1,2,2,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1200,3,2,3,1,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"6,700.00৳",Apartment,
1950,2,3,4,1,,3rd,Tiled,,,"Pallabi , Dhaka, Bangladesh",2,"6,500.00৳",Apartment,
1260,2,2,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1640,3,3,3,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"9,600.00৳",Apartment,
1200,2,3,3,1,,8th,Tiled,,,"Mohakhali, Dhaka, Bangladesh",,"5,900.00৳",Apartment,
950,1,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1600,4,2,4,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1000,2,1,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,700.00৳",Apartment,
1260,2,2,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,160.00৳",Apartment,
1735,3,2,4,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1500,3,3,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1015,1,2,2,1,,2nd,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"6,900.00৳",Apartment,
790,1,2,2,,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1265,3,1,3,,,7th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
2680,4,2,3,1,,12th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
2850,4,3,4,,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"9,500.00৳",Apartment,
1150,2,2,3,1,,3rd,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"5,680.00৳",Apartment,
875,2,2,2,1,,7th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",,"5,800.00৳",Apartment,
1252,2,4,3,1,,4th,Tiled,,,"Ramna, Dhaka, Bangladesh",,"7,990.00৳",Apartment,
1000,1,3,3,1,,3rd,Mosaic,,,"Banashree, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1730,3,2,3,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,100.00৳",Apartment,
1600,3,2,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1400,3,3,3,1,,1st,Tiled,,,"Savar, Dhaka, Bangladesh",12,"5,000.00৳",Apartment,
1300,2,1,3,1,,5th,Tiled,,,"DOHS Baridhara, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
775,2,2,2,1,,7th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
900,1,2,2,1,,6th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
945,1,2,1,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,291.00৳",Apartment,
850,1,1,2,1,,4th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1440,3,2,3,,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,650.00৳",Apartment,
1226,2,2,3,1,,3rd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1050,2,1,2,,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
1750,3,3,3,1,,12th,Marble,,,"Ramna, Dhaka, Bangladesh",,"10,000.00৳",Apartment,
1890,3,3,3,,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,300.00৳",Apartment,
1650,3,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1565,2,2,3,1,,1st,Tiled,,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment,
1700,4,3,3,1,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"12,000.00৳",Apartment,
1550,3,,3,,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,800.00৳",Apartment,
1265,2,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1275,3,3,3,,,1st,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1200,3,3,3,1,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1050,1,2,2,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
2800,4,4,4,,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"8,500.00৳",Apartment,
1962,4,3,4,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
700,1,1,2,1,,1st,Mosaic,,,"Khilkhet, Dhaka, Bangladesh",,390.00৳,Apartment,
1400,1,2,2,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"45,00,000.00৳",Apartment,
1052,3,2,3,1,,7th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"6,100.00৳",Apartment,
2400,3,1,4,1,,2nd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1065,2,,3,1,,3rd,Tiled,,,", , ",1,"5,800.00৳",Apartment,
1050,2,3,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"4,096.00৳",Apartment,
950,1,1,3,1,,9th,Tiled,,,"Sutrapur, Dhaka, Bangladesh",,"4,632.00৳",Apartment,
1260,2,2,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1150,2,2,3,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"3,915.00৳",Apartment,
1102,2,2,3,1,,8th,Tiled,,,"Farmgate, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1570,2,2,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,09,90,000.00৳",Apartment,
1250,3,3,3,1,,12th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,700.00৳",Apartment,
2000,4,4,3,1,,6th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"14,000.00৳",Apartment,
1400,3,2,4,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,600.00৳",Apartment,
1415,3,3,3,1,,2nd,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"4,600.00৳",Apartment,
928,2,2,2,,,7th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1700,2,1,3,1,,10th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"8,823.00৳",Apartment,
1788,3,3,3,1,,2nd,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
1390,4,3,3,1,,6th,Tiled,,,"Banglamotor, Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
2700,4,1,4,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"18,600.00৳",Apartment,
1550,3,2,4,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,900.00৳",Apartment,
1500,3,1,3,,,1st,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
2050,3,2,3,,,1st,Tiled,,,"Badda, Dhaka, Bangladesh",1,"7,810.00৳",Apartment,
2350,3,3,3,1,,3rd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"10,700.00৳",Apartment,
1050,1,2,3,1,,8th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1245,2,3,3,1,,12th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,827.00৳",Apartment,
1255,2,2,3,1,,9th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1200,2,4,3,1,,7th,Tiled,,,"Narsingdi Sadar, Narsingdi, Bangladesh",,"3,350.00৳",Apartment,
1200,3,3,3,,,1st,Mosaic,,,"Dhanmondi, Dhaka, Bangladesh",,"8,350.00৳",Apartment,
1340,3,2,3,1,,8th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"8,500.00৳",Apartment,
1350,3,2,3,1,,8th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"6,300.00৳",Apartment,
1250,1,2,2,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
2500,1,1,2,1,,4th,Tiled,,,"Khilkhet, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
2050,3,2,3,,,3rd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"8,300.00৳",Apartment,
650,1,2,2,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,700.00৳",Apartment,
1000,2,2,3,,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1000,1,,3,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1100,3,1,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
975,2,2,3,,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,615.00৳",Apartment,
1375,3,3,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,850.00৳",Apartment,
1600,1,3,3,1,,5th,Mosaic,,,"Dhanmondi, Dhaka, Bangladesh",,"5,700.00৳",Apartment,
1179,3,3,3,1,,7th,Tiled,,,"Mohakhali, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1170,3,3,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2050,2,2,3,1,,5th,Tiled,,,"Banglamotor, Dhaka, Bangladesh",1,"11,000.00৳",Apartment,
1320,2,2,3,1,,3rd,Tiled,,,"Jatrabari, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
7000,2,,2,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",2,"3,00,00,000.00৳",Apartment,
1250,3,2,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1360,2,3,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,882.35৳",Apartment,
1180,2,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,510.00৳",Apartment,
1217,1,1,3,1,,11th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
982,1,1,2,1,,6th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
1250,1,2,2,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"8,000.00৳",Apartment,
755,1,2,2,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,900.00৳",Apartment,
1160,1,3,3,1,,4th,Tiled,,,"Motijheel, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1475,3,3,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1130,3,2,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,600.00৳",Apartment,
1800,1,1,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
5,2,2,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment,
1500,3,3,3,1,,2nd,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1100,2,2,3,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1000,1,2,2,1,,6th,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",,"6,200.00৳",Apartment,
900,2,2,2,1,,2nd,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
952,2,1,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,700.00৳",Apartment,
1112,3,2,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,200.00৳",Apartment,
1410,3,2,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1400,2,2,3,1,,2nd,Tiled,,,"Rangpur City, Rangpur, Bangladesh",,"3,800.00৳",Apartment,
1000,3,1,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
975,3,2,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"6,400.00৳",Apartment,
975,3,2,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"6,400.00৳",Apartment,
1250,2,2,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
650,1,1,2,1,,6th,Tiled,,,"Pallabi , Dhaka, Bangladesh",,"3,230.00৳",Apartment,
1856,2,2,3,1,,7th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
680,2,2,2,1,,6th,Tiled,,,"Pallabi , Dhaka, Bangladesh",,"32,00,000.00৳",Apartment,
620,1,1,3,1,,2nd,Mosaic,,,"Tejgaon, Dhaka, Bangladesh",,"3,225.00৳",Apartment,
1400,3,,3,1,,4th,Tiled,,,"DOHS Baridhara, Dhaka, Bangladesh",1,"1,40,00,000.00৳",Apartment,
835,2,,2,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"40,00,000.00৳",Apartment,
749,1,,2,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1200,3,1,3,1,,7th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment,
1500,4,3,3,1,,4th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"1,09,00,000.00৳",Apartment,
1420,3,2,3,1,,5th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"75,00,000.00৳",Apartment,
1136,1,1,3,1,,6th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1400,2,2,3,1,,3rd,Tiled,,,"DOHS Baridhara, Dhaka, Bangladesh",1,"12,000.00৳",Apartment,
1320,2,3,3,1,,12th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"67,00,000.00৳",Apartment,
830,2,2,2,1,,4th,Tiled,,,"Wari, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment,
1850,2,,4,,,Ground, Other,,,"Daskhinkhan, Dhaka, Bangladesh",,"5,297.00৳",Apartment,
1700,3,1,3,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,706.00৳",Apartment,
2672,2,4,2,1,,10th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"14,000.00৳",Apartment,
1437,3,2,3,1,,1st,Tiled,,,"Wari, Dhaka, Bangladesh",1,"1,50,00,000.00৳",Apartment,
1900,2,3,3,1,,13th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,Negotiable,Apartment,
1576,2,2,3,1,,8th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
2400,2,2,3,1,,6th,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"10,000.00৳",Apartment,
940,1,2,2,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,110.00৳",Apartment,
950,2,2,2,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,00,000.00৳",Apartment,
1040,1,1,3,1,,7th,Tiled,,,"Ramna, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1575,3,2,3,,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment,
1575,2,2,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment,
1260,2,,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1575,3,2,3,3,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment,
1250,1,2,3,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment,
1575,3,2,3,3,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment,
1575,3,2,2,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",2,"5,500.00৳",Apartment,
1250,1,2,3,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment,
1350,1,2,3,1,,3rd,Tiled,,,"Khilkhet, Dhaka, Bangladesh",1,"45,00,000.00৳",Apartment,
1850,2,3,3,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,30,00,000.00৳",Apartment,
3835,4,4,4,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",2,"3,25,97,500.00৳",Apartment,
1150,1,1,2,1,,1st,Mosaic,,,"Daskhinkhan, Dhaka, Bangladesh",1,Negotiable,Apartment,
1800,2,3,4,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
3060,4,4,6,2,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1600,2,2,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1200,2,2,3,1,,9th,Mosaic,,,"Shahjahanpur, Dhaka, Bangladesh",1,"5,600.00৳",Apartment,
1830,2,,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,120.00৳",Apartment,
3835,4,,4,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",2,"9,500.00৳",Apartment,
1800,2,,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,700.00৳",Apartment,
1700,2,2,3,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,900.00৳",Apartment,
4500,4,4,4,,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",2,"10,000.00৳",Apartment,
2150,2,3,3,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1700,2,,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2150,2,3,3,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1350,2,2,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
2800,3,3,4,1,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"8,500.00৳",Apartment,
1143,2,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,400.00৳",Apartment,
1956,2,2,3,1,,8th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"15,000.00৳",Apartment,
2965,3,3,3,,,5th,Mosaic,,,"Gulshan 1, Dhaka, Bangladesh",1,"16,863.00৳",Apartment,
1400,2,2,3,1,,13th,Tiled,,,"Motijheel, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
2200,3,1,4,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment,
1422,2,2,3,1,,5th,Tiled,,,"Bhairab, Kishoreganj, Bangladesh",,"3,250.00৳",Apartment,
1400,2,2,3,1,,5th,Tiled,,,"Cumilla City, Cumilla, Bangladesh",,"4,200.00৳",Apartment,
1010,1,3,3,1,,6th,Mosaic,,,", , ",,"8,000.00৳",Apartment,
1520,3,2,3,,,5th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"8,500.00৳",Apartment,
1320,3,2,3,1,,1st,Tiled,,,"Bogura Sadar, Bogura, Bangladesh",,"3,600.00৳",Apartment,
3835,2,4,4,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",2,"8,200.00৳",Apartment,
1490,2,3,3,1,,5th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,711.41৳",Apartment,
1300,2,3,3,1,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,461.00৳",Apartment,
1350,2,2,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,666.67৳",Apartment,
1600,2,3,3,1,,2nd,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
2350,2,5,4,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"5,250.00৳",Apartment,
1850,2,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1875,2,4,3,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,Negotiable,Apartment,
1025,1,2,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,860.00৳",Apartment,
1165,1,2,3,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"8,000.00৳",Apartment,
1130,2,3,3,1,,10th,Tiled,,,"Faridpur Sadar, Faridpur, Bangladesh",,Negotiable,Apartment,
705,1,1,2,1,,3rd,Tiled,,,"Shah Ali, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1245,1,2,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,648.95৳",Apartment,
1570,2,4,3,1,,3rd,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,095.00৳",Apartment,
14000,2,2,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"92,00,000.00৳",Apartment,
760,1,1,2,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment,
2140,2,3,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"14,719.63৳",Apartment,
1200,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
1850,2,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1300,2,2,3,1,,6th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,384.00৳",Apartment,
1090,1,3,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,963.30৳",Apartment,
1500,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,20,00,000.00৳",Apartment,
1596,2,2,3,1,,6th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"90,00,000.00৳",Apartment,
1075,1,1,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,050.00৳",Apartment,
1720,3,3,3,1,,3rd,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"6,100.00৳",Apartment,
2700,3,3,3,,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"18,703.00৳",Apartment,
1140,2,1,2,1,,2nd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
2750,2,2,3,1,,4th,Tiled,,,"DOHS Baridhara, Dhaka, Bangladesh",,Negotiable,Apartment,
1200,1,2,2,1,,Ground,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,083.00৳",Apartment,
1760,2,2,3,1,,10th,Tiled,,,"Banani, Dhaka, Bangladesh",1,"11,420.00৳",Apartment,
1400,2,2,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
760,1,2,2,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"38,00,000.00৳",Apartment,
1300,2,,3,1,,9th,Tiled,,,", , ",1,"5,500.00৳",Apartment,
2200,2,2,3,1,,3rd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,955.00৳",Apartment,
1,3,3,3,1,,2nd,Tiled,,,"Savar, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1797,2,4,3,1,,12th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
700,1,1,2,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"4,570.00৳",Apartment,
3000,2,5,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"15,000.00৳",Apartment,
2800,3,4,4,1,,5th,Tiled,,,"DOHS Baridhara, Dhaka, Bangladesh",1,Negotiable,Apartment,
4,1,3,2,1,,6th,Tiled,,,"Narayanganj, Narayanganj, Bangladesh",,"3,500.00৳",Apartment,
2300,2,2,3,1,,2nd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1000,1,1,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
956,1,2,3,1,,8th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"6,277.00৳",Apartment,
1070,2,2,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1400,2,3,3,1,,2nd,Tiled,,,"New Market, Dhaka, Bangladesh",,"11,000.00৳",Apartment,
1725,3,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1100,1,1,3,1,,1st,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,818.18৳",Apartment,
1200,2,2,3,1,,3rd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,666.67৳",Apartment,
1739,2,3,3,1,,3rd,Tiled,,,"Moghbazar, Dhaka, Bangladesh",,"7,750.00৳",Apartment,
1263,2,2,3,1,,1st,Tiled,,,", , ",1,Negotiable,Apartment,
1738,2,3,3,1,,3rd,Tiled,,,", , ",1,Negotiable,Apartment,
1180,1,,3,1,,1st,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"3,390.00৳",Apartment,
1000,1,2,2,1,,4th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
650,1,1,2,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"9,300.00৳",Apartment,
