area_sft,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_month,property_type
800,1,3,1,3rd,,"Lalbag, Dhaka, Bangladesh",,"16,500.00৳",Residential Apartment
1800,2,3,1,7th,,"Paltan, Dhaka, Bangladesh",1,"36,000.00৳",Residential Apartment
650,1,2,1,Ground,,"Hazaribag , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1000,3,3,,5th,,"Lalbag, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
700,1,2,1,4th,,"New Market, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1100,2,2,,Ground,,"Lalbag, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
700,1,2,1,4th,,"New Market, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
700,,2,,4th,,"New Market, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
4466,3,4,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"3,50,000.00৳",Residential Apartment
700,,2,,4th,,"New Market, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
2650,3,4,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
450,,2,,Ground,,"Lalbag, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
2000,2,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
2300,3,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
1350,2,3,1,9th,,"Hazaribag , Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
3200,4,4,,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,70,000.00৳",Residential Apartment
2360,3,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"85,000.00৳",Residential Apartment
2650,3,4,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
2600,4,4,,1st,,"Baridhara, Dhaka, Bangladesh",1,"2,50,000.00৳",Residential Apartment
800,1,2,1,3rd,,"Hazaribag , Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
2000,3,4,1,3rd,,"Paltan, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1250,2,3,1,2nd,,"Hazaribag , Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
950,1,3,1,1st,,"Hazaribag , Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
800,1,2,1,4th,,"Hazaribag , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1800,3,4,1,3rd,,"Paltan, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1150,2,3,1,4th,,"Hazaribag , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2700,3,3,,3rd,,"Baridhara, Dhaka, Bangladesh",2,"1,50,000.00৳",Residential Apartment
1050,2,3,1,8th,,"Hazaribag , Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
850,1,2,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
3000,3,3,,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
4000,5,6,,2nd,,"Baridhara, Dhaka, Bangladesh",2,"1,75,000.00৳",Residential Apartment
900,1,2,1,1st,,"Hazaribag , Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
3000,4,4,,1st,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
700,,2,,5th,,"Dhanmondi, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1250,1,2,1,1st,,"Banashree, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
800,1,2,1,4th,,"Rampura, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1700,2,3,1,3rd,,"Uttara East, Dhaka, Bangladesh",1,"34,000.00৳",Residential Apartment
850,1,2,1,4th,,"Rampura, Dhaka, Bangladesh",,"14,500.00৳",Residential Apartment
1000,1,3,1,4th,,"Khilgaon, Dhaka, Bangladesh",,"15,500.00৳",Residential Apartment
1600,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
2400,2,3,1,9th,,"Uttara East, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2250,2,3,1,8th,,"Uttara East, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1550,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1200,2,3,1,1st,,"Rampura, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
850,,2,,4th,,"Rampura, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
1450,2,3,1,1st,,"Rampura, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1330,2,3,1,6th,,"Rampura, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1050,1,2,1,1st,,"Banashree, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Adabor, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
550,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1,1,1,,Ground,,"Banani, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1150,2,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1,1,1,,1st,,"Banashree, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1,1,1,,1st,,"Airport, Dhaka, Bangladesh",,"1,000.00৳",Residential Apartment
2200,2,3,1,1st,,"Uttara East, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1610,2,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1300,2,3,1,5th,,"Uttara East, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
2100,3,3,1,3rd,,"Uttara East, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1650,1,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"36,000.00৳",Residential Apartment
1094,2,3,1,4th,,"Uttara East, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1200,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,500.00৳",Residential Apartment
900,,2,,9th,,"Banashree, Dhaka, Bangladesh",1,"13,500.00৳",Residential Apartment
1250,2,3,1,6th,,"Basabo, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2000,2,3,1,3rd,,"Uttara East, Dhaka, Bangladesh",,"32,000.00৳",Residential Apartment
1150,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2500,4,4,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1250,1,2,1,2nd,,"Uttara East, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
900,,2,,4th,,"Banashree, Dhaka, Bangladesh",1,"9,000.00৳",Residential Apartment
1800,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2010,3,4,1,5th,,"Uttara East, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1500,2,3,1,4th,,"Uttara East, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1600,3,3,1,6th,,"Uttara West, Dhaka, Bangladesh",,"27,000.00৳",Residential Apartment
1800,3,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1450,2,3,1,1st,,"Uttara East, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2210,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1500,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1050,1,3,1,8th,,"Jatrabari, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
750,,2,,1st,,"Banashree, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1800,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
700,,2,,1st,,"Rampura, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
250,,2,,3rd,,"Jatrabari, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
700,1,2,1,5th,,"Jatrabari, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1500,1,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
500,,2,,5th,,"Farmgate, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
3500,4,4,,3rd,,"Gulshan 2, Dhaka, Bangladesh",,"1,75,000.00৳",Residential Apartment
2600,3,3,1,4th,,"Gulshan 2, Dhaka, Bangladesh",,"3,00,000.00৳",Residential Apartment
2300,3,3,,1st,,"Gulshan 2, Dhaka, Bangladesh",,"90,000.00৳",Residential Apartment
1800,3,3,1,7th,,"Uttara East, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
1000,1,2,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1400,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
800,1,2,1,4th,,"Uttarkhan, Dhaka, Bangladesh",1,"8,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Aftabnagar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2200,2,3,1,6th,,"Gulshan 2, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
1200,1,2,1,9th,,"Jatrabari, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1547,2,3,1,6th,,"Aftabnagar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,1,2,1,1st,,"Aftabnagar, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1200,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Aftabnagar, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1650,2,3,1,2nd,,"Aftabnagar, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
920,1,2,1,4th,,"Aftabnagar, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
900,2,1,1,7th,,"Banashree, Dhaka, Bangladesh",1,"10,500.00৳",Residential Apartment
1100,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
950,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
950,1,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1700,2,3,2,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
1400,2,3,1,1st,,"Banashree, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
1150,2,3,1,5th,,"Aftabnagar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
700,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1250,1,3,1,5th,,"Farmgate, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
950,1,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1400,2,3,1,2nd,,"Aftabnagar, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1200,2,3,1,8th,,"Kafrul, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
1050,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1000,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"11,500.00৳",Residential Apartment
1680,3,3,,3rd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1400,2,2,1,1st,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2400,3,3,,3rd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
2750,4,4,,3rd,,"DOHS Mohakhali, Dhaka, Bangladesh",2,"70,000.00৳",Residential Apartment
1100,1,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
2600,3,3,,2nd,,"Uttara West, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1250,2,3,1,2nd,,"Uttara West, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1920,3,4,1,2nd,,"Uttara West, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
450,,2,,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
850,1,2,1,4th,,"Adabor, Dhaka, Bangladesh",,"13,500.00৳",Residential Apartment
900,1,1,1,2nd,,"Uttara West, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
950,1,2,1,4th,,"Uttara West, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
900,1,2,1,5th,,"Uttara West, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
900,,2,,6th,,"Uttara West, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1100,1,2,1,4th,,"Uttara West, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1629,2,3,1,4th,,"Uttara West, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1000,1,3,1,1st,,"Uttara West, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
700,1,1,1,6th,,"Uttara West, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
2000,3,4,1,1st,,"Uttara West, Dhaka, Bangladesh",1,"33,000.00৳",Residential Apartment
1800,1,2,1,5th,,"Uttara West, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
2275,2,3,1,2nd,,"Banani, Dhaka, Bangladesh",,"65,000.00৳",Residential Apartment
1825,2,3,1,2nd,,"Uttara West, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1250,2,3,1,12th,,"Malibagh, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2200,3,3,1,3rd,,"Banani, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1600,3,3,1,7th,,"Banani, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
1000,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1250,2,3,1,3rd,,"Adabor, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2200,1,3,1,2nd,,"Farmgate, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1700,1,3,1,5th,,"Uttara West, Dhaka, Bangladesh",3,"42,000.00৳",Residential Apartment
1320,2,3,1,2nd,,"Uttara West, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1400,,2,,Ground,,"Uttara West, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1000,2,3,1,1st,,"Uttara West, Dhaka, Bangladesh",,"21,000.00৳",Residential Apartment
1650,2,3,1,1st,,"Banani, Dhaka, Bangladesh",1,"38,000.00৳",Residential Apartment
4200,4,4,,12th,,"Baridhara, Dhaka, Bangladesh",,"2,60,000.00৳",Residential Apartment
1880,2,3,1,4th,,"Uttara West, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
1450,2,3,1,1st,,"Uttara West, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1300,,2,,6th,,"Uttara West, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1100,1,2,1,5th,,"Uttara West, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
950,2,3,1,4th,,"Mohakhali, Dhaka, Bangladesh",2,"25,000.00৳",Residential Apartment
900,1,2,1,5th,,"Uttara West, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1300,2,3,1,1st,,"Shyamoli, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
220,,1,,1st,,"Mohakhali, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
900,2,3,1,3rd,,"Shyamoli, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1000,1,3,1,6th,,"Shyamoli, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1000,1,2,1,1st,,"Shyamoli, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,2,3,1,4th,,"Shyamoli, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
3600,3,3,1,6th,,"Gulshan 2, Dhaka, Bangladesh",2,"2,00,000.00৳",Residential Apartment
1550,2,3,1,8th,,"Shyamoli, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
700,,2,,5th,,"Mirpur, Dhaka, Bangladesh",1,"10,500.00৳",Residential Apartment
3500,4,4,1,5th,,"Gulshan 2, Dhaka, Bangladesh",3,"2,00,000.00৳",Residential Apartment
4500,4,4,1,1st,,"Gulshan 2, Dhaka, Bangladesh",3,"3,00,000.00৳",Residential Apartment
4550,3,3,1,10th,,"Gulshan 2, Dhaka, Bangladesh",2,"4,50,000.00৳",Residential Apartment
1140,2,3,1,2nd,,"Tejgaon, Dhaka, Bangladesh",,"26,000.00৳",Residential Apartment
1300,1,2,,7th,,"DOHS Mohakhali, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1250,1,2,1,1st,,"Gulshan 1, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
1600,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1200,1,2,,2nd,,"Shyamoli, Dhaka, Bangladesh",,"12,500.00৳",Residential Apartment
1200,2,3,1,4th,,"Shyamoli, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
1050,1,3,1,2nd,,"Shyamoli, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1060,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1000,1,2,1,1st,,"Kafrul, Dhaka, Bangladesh",1,"11,000.00৳",Residential Apartment
1500,2,4,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
700,1,2,1,1st,,"Mirpur, Dhaka, Bangladesh",1,"11,000.00৳",Residential Apartment
700,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
850,1,2,1,3rd,,"Kafrul, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
750,1,2,1,2nd,,"Kafrul, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1000,1,2,1,1st,,"Kafrul, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
1500,3,4,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1100,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"14,500.00৳",Residential Apartment
650,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"15,500.00৳",Residential Apartment
1250,1,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1100,2,3,,2nd,,"Shyamoli, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
950,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1100,1,3,1,7th,,"Kafrul, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
900,2,2,1,3rd,,"Adabor, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1800,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1165,2,3,1,5th,,"Kafrul, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1500,2,3,1,2nd,,"Adabor, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1250,2,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
900,1,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"8,500.00৳",Residential Apartment
2200,4,4,,4th,,"Kalabagan, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1250,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1500,1,2,1,1st,,"Adabor, Dhaka, Bangladesh",1,"20,800.00৳",Residential Apartment
400,1,2,,6th,,"Mohammadpur , Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
1420,2,3,1,1st,,"Adabor, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1150,1,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
1460,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"31,000.00৳",Residential Apartment
950,1,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
2700,2,3,1,2nd,,"Banani, Dhaka, Bangladesh",2,"1,90,000.00৳",Residential Apartment
1000,1,2,1,4th,,"Adabor, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1250,1,3,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1200,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
1200,1,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1100,1,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1000,1,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1150,1,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
950,1,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1385,2,3,1,7th,,"Adabor, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1600,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
1000,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
150,,1,,Ground,,"Bashundhara RA, Dhaka, Bangladesh",,"5,000.00৳",Residential Apartment
700,1,2,1,3rd,,"Adabor, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
750,1,2,1,6th,,"Adabor, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1000,1,3,1,1st,,"Adabor, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",2,"15,000.00৳",Residential Apartment
750,,2,,4th,,"Adabor, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1300,1,2,1,8th,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
800,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
700,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
750,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1500,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2400,2,4,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1150,1,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
900,2,2,,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"17,500.00৳",Residential Apartment
1200,1,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1168,1,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"16,500.00৳",Residential Apartment
1250,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
900,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"14,300.00৳",Residential Apartment
1150,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"14,500.00৳",Residential Apartment
900,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
1350,1,3,1,4th,,"Adabor, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
700,,1,,Ground,,"Adabor, Dhaka, Bangladesh",1,"11,500.00৳",Residential Apartment
1600,3,4,1,5th,,"Adabor, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
900,1,3,1,1st,,"Adabor, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
850,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1300,1,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
900,1,2,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1150,1,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
900,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
700,,1,,4th,,"Mohammadpur , Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
900,1,2,1,5th,,"Adabor, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
900,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
900,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1050,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1000,1,2,,3rd,,"Adabor, Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
1200,1,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
750,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1100,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
900,1,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
2250,3,3,1,1st,,"Gulshan 2, Dhaka, Bangladesh",,"60,000.00৳",Residential Apartment
1100,2,3,1,2nd,,"Adabor, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1800,3,4,1,7th,,"Adabor, Dhaka, Bangladesh",1,"39,500.00৳",Residential Apartment
3865,4,4,,5th,,"Gulshan 2, Dhaka, Bangladesh",2,"2,75,000.00৳",Residential Apartment
900,1,2,1,2nd,,"Adabor, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
