area,balconies,baths,bedroom,location,price,property_type,property_url,purpose,City,Area,Address,Mosque/Prayer Room-amenity,Parks-amenity,Telephone line-amenity,Solar panels-amenity,Bazaar-amenity,Garden-amenity,Generator-amenity,Hot water and heating-amenity,Security Alarm System-amenity,Inter com-amenity,School-amenity,Guest Parking-amenity,Satellite or cable TV-amenity,Fire Services-amenity,Graveyard-amenity,Gas Connection-amenity,Civil Defense-amenity,Pool-amenity,Play Ground-amenity,Lakes-amenity,null-amenity,Water Supply-amenity,Gas-amenity,Gymnasium-amenity,Police Box-amenity,Universities-amenity,Banks-amenity,CCTV-amenity,Cylinder Gas-amenity,Self Water supply-amenity,Fire exit-amenity,WASA connection-amenity,Servent Room-amenity,Electronic security-amenity,Electricity-amenity,Security-amenity,College-amenity,Eid congregation place-amenity,Fire Protection-amenity,Hospital-amenity,Servent Toilet-amenity,Post Office-amenity,Wi-Fi connectivity-amenity,Lift-amenity,Mosque-amenity
1200.0,2.0,3.0,3.0,"Lalbag , Dhaka",6900000.0,Residential,https://www.bdhousing.com/details/244519/1200-sqft-3-beds-under-construction-apartment-flats-for-sale-at-lalbag,Sale,Dhaka,,Lalbag ,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
1500.0,3.0,3.0,3.0,"Aftab Nagar , Dhaka",,Residential,https://www.bdhousing.com/details/245187/1400-sqft-3-beds-ready-apartment-flats-sale-aftab-nagar,Sale,Dhaka,Aftab Nagar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1550.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",13200000.0,Residential,https://www.bdhousing.com/details/244286/1550-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No
1600.0,2.0,3.0,3.0,"Kallyanpur , Dhaka",,Residential,https://www.bdhousing.com/details/245475/3-beds-apartment-flats-sale-kallyanpur,Sale,Dhaka,,Kallyanpur ,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No
1050.0,2.0,2.0,3.0,"Badda , Dhaka",,Residential,https://www.bdhousing.com/details/245574/1050-sqft-3-beds-upcoming-land-sharing-flat-for-sale-at-badda,Sale,Dhaka,Badda,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2064.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245478/2064-sqft-4-beds-ready-apartment-flats-sale--bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
1370.0,2.0,3.0,3.0,"Khilkhet , Dhaka",6781999.999999999,Residential,https://www.bdhousing.com/details/244992/1370-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-khilkhet,Sale,Dhaka,Khilkhet,,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1180.0,2.0,3.0,2.0,"Baridhara , Dhaka",6490000.000000001,Residential,https://www.bdhousing.com/details/244129/1180-sqft-2-beds-ready-apartment-flats-for-sale-at-kalachadpur,Sale,Dhaka,Baridhara,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
1575.0,2.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245572/1575-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
,,,,"Purbachal , Dhaka",850000.0,Residential,https://www.bdhousing.com/details/245583/residential-plot-sale-purbachal,Sale,Dhaka,Purbachal,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1350.0,2.0,3.0,3.0,"Aftab Nagar , Dhaka",,Residential,https://www.bdhousing.com/details/244932/1350-sqft-3-beds-under-construction-apartment-flats-sale-aftab-nagar,Sale,Dhaka,Aftab Nagar,,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1602.0,2.0,3.0,3.0,"Banasree , Dhaka",10400000.0,Residential,https://www.bdhousing.com/details/245566/1602-sqft-3-beds-under-construction-apartment-flats-for-sale-at-banasree,Sale,Dhaka,Banasree,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1750.0,4.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245413/1750-sqft-3-beds-ready-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
,,,,"Mirpur 1 , Dhaka",,Residential,https://www.bdhousing.com/details/245427/residential-plot-sale-mirpur-1,Sale,Dhaka,,Mirpur 1 ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2000.0,3.0,3.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245532/2000-sqft-4-beds-ready-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
,,,,"Savar , Dhaka",,Residential,https://www.bdhousing.com/details/243799/5-katha-ready-residential-plot-sale-savar,Sale,Dhaka,Savar,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
,,,,"Mohammadpur , Dhaka",1700000.0,Residential,https://www.bdhousing.com/details/245761/3-katha-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Purbachal , Dhaka",2000000.0,Residential,https://www.bdhousing.com/details/245174/5-katha-residential-plot-sale-purbachal,Sale,Dhaka,Purbachal,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1020.0,2.0,2.0,3.0,"Uttara , Dhaka",5049000.0,Residential,https://www.bdhousing.com/details/245503/3-beds-ready-apartment-flats-sale-uttara,Sale,Dhaka,Uttara,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
1400.0,,1.0,1.0,"Gollamari , Khulna",7000000.0,Residential,https://www.bdhousing.com/details/244442/1400-sqft-1-bed-ready-apartment-flats-for-sale-at-gollamari,Sale,,,"Gollamari , Khulna",Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1500.0,4.0,3.0,4.0,"Adabor , Dhaka",,Residential,https://www.bdhousing.com/details/245374/1500-sqft-4-beds-land-sharing-flat-sale-adabor,Sale,Dhaka,Adabor,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Mohammadpur , Dhaka",3300000.0,Residential,https://www.bdhousing.com/details/245760/3-katha-ready-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1480.0,2.0,3.0,3.0,"Shantinagar , Dhaka",10600000.0,Residential,https://www.bdhousing.com/details/245120/1480-sqft-3-beds-ready-apartment-flats-sale-shantinagar,Sale,Dhaka,Shantinagar,,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes
2180.0,3.0,4.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245513/4-beds-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2160.0,4.0,4.0,4.0,"Moghbazar , Dhaka",25900000.0,Residential,https://www.bdhousing.com/details/245287/4-beds-ready-apartment-flats-sale-moghbazar,Sale,Dhaka,,Moghbazar ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1580.0,3.0,3.0,3.0,"Adabor , Dhaka",,Residential,https://www.bdhousing.com/details/245512/3-beds-apartment-flats-sale-adabor,Sale,Dhaka,Adabor,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Mohammadpur , Dhaka",1700000.0,Residential,https://www.bdhousing.com/details/245751/3-katha-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Mohammadpur , Dhaka",3300000.0,Residential,https://www.bdhousing.com/details/245752/3-katha-ready-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
500.0,,,,"Naya Paltan , Dhaka",,Commercial,https://www.bdhousing.com/details/245131/300-sqft-ready-showroom-shop-restaurant-sale--naya-paltan,Sale,Dhaka,,Naya Paltan ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1403.0,2.0,3.0,3.0,"Kazipara , Dhaka",,Residential,https://www.bdhousing.com/details/243629/1403-sqft-3-beds-under-construction-apartment-flats-for-sale-at-kazipara,Sale,Dhaka,,Kazipara ,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes
710.0,1.0,2.0,2.0,"Narinda , Dhaka",3053000.0,Residential,https://www.bdhousing.com/details/244989/710-sqft-2-beds-ready-apartment-flats-sale-narinda,Sale,Dhaka,,Narinda ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1500.0,2.0,3.0,3.0,"Banasree , Dhaka",,Residential,https://www.bdhousing.com/details/243796/1500-sqft-3-beds-apartment-flats-sale-banasree,Sale,Dhaka,Banasree,,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
,,,,"Mohammadpur , Dhaka",3300000.0,Residential,https://www.bdhousing.com/details/245762/3-katha-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Mohammadpur , Dhaka",1700000.0,Residential,https://www.bdhousing.com/details/245748/3-katha-residential-plot-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
1500.0,3.0,3.0,3.0,"Shyamoli , Dhaka",,Residential,https://www.bdhousing.com/details/242287/1500-sqft-3-beds-under-construction-flats-for-sale-at-shyamoli,Sale,Dhaka,Shyamoli,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2400.0,5.0,5.0,4.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/242080/%E0%A6%85%E0%A6%AC-%E0%A6%B6-%E0%A6%AC-%E0%A6%B8-%E0%A6%AF-%E0%A6%95%E0%A6%AE-%E0%A6%AE-%E0%A6%B2-%E0%A6%AF-bashundhara-r-a-block-i-ext-%E0%A6%AC-%E0%A6%B2%E0%A6%95-2400-sft-%E0%A6%AB-%E0%A6%B2-%E0%A6%AF-%E0%A6%9F-%E0%A6%B0-%E0%A6%9C%E0%A6%AE-%E0%A6%B0-%E0%A6%B6-%E0%A7%9F-%E0%A6%B0-%E0%A6%AC-%E0%A6%95-%E0%A6%9A%E0%A6%B2%E0%A6%9B,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1500.0,3.0,3.0,3.0,"Aftab Nagar , Dhaka",10000000.0,Residential,https://www.bdhousing.com/details/245003/1500-sqft-3-beds-under-construction-apartment-flats-for-sale-at-aftab-nagar,Sale,Dhaka,Aftab Nagar,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1450.0,3.0,3.0,3.0,"Cantonment , Dhaka",13100000.0,Residential,https://www.bdhousing.com/details/243953/1450-sqft-3-beds-under-construction-apartment-flats-sale-cantonment,Sale,Dhaka,Cantonment,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
,,,,"Mirpur 10 , Dhaka",22500000.0,Commercial,https://www.bdhousing.com/details/245523/8-katha-commercial-cum-residential-plot-sale-mirpur-10-dhaka,Sale,Dhaka,,Mirpur 10 ,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
1350.0,,3.0,3.0,"Savar , Dhaka",,Residential,https://www.bdhousing.com/details/243626/1350-sqft-3-beds-under-construction-apartment-flats-for-sale-at-savar,Sale,Dhaka,Savar,,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes
1200.0,2.0,2.0,3.0,"Goran , Dhaka",6300000.0,Residential,https://www.bdhousing.com/details/245415/1200-sqft-3-beds-ready-apartment-flats-sale,Sale,Dhaka,,Goran ,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
290.0,,,,"Ramna , Dhaka",0.0,Commercial,https://www.bdhousing.com/details/245312/300-sqft-ready-office-space-sale-ramna,Sale,Dhaka,,Ramna ,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
,,,,"Mirpur 1 , Dhaka",,Residential,https://www.bdhousing.com/details/244283/4320-katha-ready-residential-plot-for-sale-at-mirpur-1,Sale,Dhaka,,Mirpur 1 ,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
4400.0,6.0,6.0,6.0,"Bashundhara R/A , Dhaka",44000000.0,Residential,https://www.bdhousing.com/details/243950/4400-sqft-6-beds-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1485.0,3.0,3.0,3.0,"Khilgaon , Dhaka",,Residential,https://www.bdhousing.com/details/241319/1266-sqft-3-beds-flats-for-sale-at-khilgaon,Sale,Dhaka,Khilgaon,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
14601480.0,3.0,2.0,3.0,"Purbachal , Dhaka",,Residential,https://www.bdhousing.com/details/243551/14601480-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-purbachal,Sale,Dhaka,Purbachal,,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes
1445.0,3.0,3.0,3.0,"Shahporan  , Sylhet",65199999.99999999,Residential,https://www.bdhousing.com/details/245167/1445-sqft-3-beds-ready-apartment-flats-sale-shahporan,Sale,Sylhet,,Shahporan  ,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
1520.0,2.0,3.0,3.0,"Banasree , Dhaka",9880000.0,Residential,https://www.bdhousing.com/details/245565/1520-sqft-3-beds-under-construction-apartment-flats-for-sale-at-banasree,Sale,Dhaka,Banasree,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1600.0,3.0,3.0,3.0,"Badda , Dhaka",,Residential,https://www.bdhousing.com/details/244705/1600-sqft-3-beds-almost-ready-apartment-flats-sale-badda,Sale,Dhaka,Badda,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
,,,,"Narayangonj Sadar , Narayanganj",,Residential,https://www.bdhousing.com/details/243695/15%20katha%20%20Narayangonj%20Sadar%20-%20Land,Sale,,Narayanganj,Narayangonj Sadar ,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Mohammadpur , Dhaka",,Residential,https://www.bdhousing.com/details/245697/5-katha-ready-residential-plot-sale-Mohammadpur,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
3500.0,6.0,6.0,6.0,"Uttara , Dhaka",,Residential,https://www.bdhousing.com/details/245190/total-apprx-3500-sqft-6-beds-ready-independent-house-for-sale-at-uttara-12,Sale,Dhaka,Uttara,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No
1550.0,2.0,3.0,3.0,"Mirpur 1 , Dhaka",8525000.0,Residential,https://www.bdhousing.com/details/244553/1550-sqft-3-beds-almost-ready-land-sharing-flat-sale-mirpur-1,Sale,Dhaka,,Mirpur 1 ,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1550.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",7595000.0,Residential,https://www.bdhousing.com/details/245508/3-beds-land-sharing-flat-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2100.0,1.0,2.0,2.0,"Pirerbag , Dhaka",30000000.0,Residential,https://www.bdhousing.com/details/244100/2100-sqft-2-beds-used-independent-house-for-sale-at-pirerbag,Sale,Dhaka,,Pirerbag ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
,,,,"Mohammadpur , Dhaka",1700000.0,Residential,https://www.bdhousing.com/details/245753/residential-plot-sale-mohammadpur-Modhucity,Sale,Dhaka,Mohammadpur,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
,,,,"Mirpur 1 , Dhaka",,Residential,https://www.bdhousing.com/details/243982/90-katha--residential-plot-sale-mirpur,Sale,Dhaka,,Mirpur 1 ,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
3000.0,6.0,6.0,6.0,"Ashulia , Dhaka",,Residential,https://www.bdhousing.com/details/245457/3000-sqft-ready-independent-house-sale-ashulia,Sale,Dhaka,,Ashulia ,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
,,,,"Uttar Khan , Dhaka",,Residential,https://www.bdhousing.com/details/245448/3-katha-residential-plot-sale-uttar-khan,Sale,Dhaka,Uttar Khan,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
