id,area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,purpose,city,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone,price_log
bproperty-14200,1250.0,Apartment,Residential,3.0,3.0,23000.0,Rent,Dhaka,Mirpur,0,0,1,0,2,0,4,Dhaka,Mirpur,10.043249494911286
bproperty-14202,1650.0,Apartment,Residential,3.0,4.0,25000.0,Rent,Dhaka,Rampura,0,2,1,0,3,0,4,Dhaka,Khilgaon,10.126631103850338
bproperty-14203,2380.0,Apartment,Residential,4.0,3.0,130000.0,Rent,Dhaka,Banani,0,0,2,0,2,0,3,Dhaka,Banani,11.77528972943772
bproperty-14204,1600.0,Apartment,Residential,2.8394139279668438,3.0,35000.0,Rent,Dhaka,Maghbazar,0,2,2,0,5,0,3,Dhaka,Ramna,10.46310334047155
bproperty-14205,1400.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3,Chattogram,Chattogram City,9.903487552536127
bproperty-14207,1700.0,Apartment,Residential,2.8394139279668438,3.0,50000.0,Rent,Dhaka,Dhanmondi,0,1,1,0,2,0,3,Dhaka,Dhanmondi,10.819778284410283
bproperty-14208,900.0,Apartment,Residential,2.0,2.0,18000.0,Rent,Dhaka,Mohammadpur,0,1,2,1,3,0,4,Dhaka,Mohammadpur,9.798127036878302
bproperty-14209,1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,3,0,4,Dhaka,Bashundhara R/A,10.043249494911286
bproperty-14210,1200.0,Apartment,Residential,2.8394139279668438,3.0,18000.0,Rent,Dhaka,Mirpur,0,0,1,0,2,0,3,Dhaka,Mirpur,9.798127036878302
bproperty-14211,2300.0,Apartment,Residential,2.8394139279668438,3.0,75000.0,Rent,Dhaka,Uttara,0,0,1,0,3,0,4,Dhaka,Uttara,11.225243392518447
bproperty-14212,1300.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur,9.903487552536127
bproperty-14213,1100.0,Apartment,Residential,3.0,3.0,15000.0,Rent,Dhaka,Mohammadpur,0,0,0,0,3,0,4,Dhaka,Mohammadpur,9.615805480084347
bproperty-14214,1050.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Banasree,0,0,2,0,3,0,2,Dhaka,Khilgaon,9.680344001221918
bproperty-14215,2250.0,Apartment,Residential,3.0,3.0,130000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,6,Dhaka,Gulshan,11.77528972943772
bproperty-14216,2650.0,Apartment,Residential,5.0,6.0,70000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4,Dhaka,Bashundhara R/A,11.156250521031495
bproperty-14217,2200.0,Apartment,Residential,4.0,3.0,45000.0,Rent,Chattogram,Khulshi,0,2,2,0,3,0,5,Chattogram,Chattogram City,10.714417768752456
bproperty-14218,1800.0,Apartment,Residential,2.8394139279668438,3.0,35000.0,Rent,Dhaka,Badda,0,0,3,0,5,0,3,Dhaka,Badda,10.46310334047155
bproperty-14219,1370.0,Apartment,Residential,2.8394139279668438,3.0,22000.0,Rent,Dhaka,Khilgaon,0,2,2,0,2,0,3,Dhaka,Khilgaon,9.998797732340453
bproperty-14220,1400.0,Apartment,Residential,2.8394139279668438,3.0,22000.0,Rent,Dhaka,Khilgaon,0,2,2,0,2,0,3,Dhaka,Khilgaon,9.998797732340453
bproperty-14221,1300.0,Apartment,Residential,3.0,3.0,17000.0,Rent,Dhaka,Shyamoli,0,2,2,0,3,0,4,Dhaka,Shyamoli,9.740968623038354
bproperty-14222,1370.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Badda,0,2,0,1,3,0,5,Dhaka,Badda,10.46310334047155
bproperty-14223,1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4,Dhaka,Mohammadpur,9.903487552536127
bproperty-14224,1550.0,Apartment,Residential,2.8394139279668438,3.0,24000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A,10.085809109330082
bproperty-14225,1550.0,Apartment,Residential,2.8394139279668438,3.0,24000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A,10.085809109330082
bproperty-14226,2000.0,Apartment,Residential,2.8394139279668438,3.0,42000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,4,0,3,Dhaka,Bashundhara R/A,10.645424897265505
bproperty-14227,1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4,Dhaka,Mohammadpur,9.903487552536127
bproperty-14228,1300.0,Apartment,Residential,2.8394139279668438,3.0,17000.0,Rent,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur,9.740968623038354
bproperty-14229,850.0,Apartment,Residential,2.8394139279668438,3.0,14000.0,Rent,Dhaka,Mirpur,0,1,2,0,1,0,3,Dhaka,Mirpur,9.546812608597396
bproperty-14230,1000.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Mohammadpur,0,0,3,1,3,0,4,Dhaka,Mohammadpur,9.680344001221918
bproperty-14231,650.0,Apartment,Residential,2.8394139279668438,2.0,18000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,1,0,4,Dhaka,Mohammadpur,9.798127036878302
bproperty-14232,3000.0,Apartment,Residential,5.0,5.0,75000.0,Rent,Dhaka,Bashundhara R-A,0,1,2,0,4,0,3,Dhaka,Bashundhara R/A,11.225243392518447
bproperty-14233,1700.0,Apartment,Residential,3.0,2.0,70000.0,Rent,Dhaka,Mohakhali Dohs,0,1,2,0,3,0,3,Dhaka,Mohakhali,11.156250521031495
bproperty-14234,1350.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Mirpur,0,2,3,0,2,0,4,Dhaka,Mirpur,10.165851817003619
bproperty-14235,1550.0,Apartment,Residential,4.0,3.0,27000.0,Rent,Dhaka,Mirpur,0,2,3,1,5,0,4,Dhaka,Mirpur,10.203592144986466
bproperty-14236,1560.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Dhaka,Eskaton,0,2,2,0,3,0,4,Dhaka,Ramna,10.308952660644293
bproperty-14237,600.0,Apartment,Residential,2.0,2.0,16000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,5,0,2,Dhaka,Mohammadpur,9.680344001221918
bproperty-14238,1435.0,Apartment,Residential,2.8394139279668438,3.0,22000.0,Rent,Dhaka,Khilgaon,0,2,2,0,2,0,3,Dhaka,Khilgaon,9.998797732340453
bproperty-14239,2650.0,Apartment,Residential,4.0,3.0,120000.0,Rent,Dhaka,Gulshan,0,0,0,0,0,0,0,Dhaka,Gulshan,11.695247021764184
bproperty-14240,1750.0,Apartment,Residential,2.8394139279668438,3.0,27000.0,Rent,Dhaka,Shyamoli,0,2,1,0,4,0,4,Dhaka,Shyamoli,10.203592144986466
bproperty-14241,1656.0,Apartment,Residential,2.8394139279668438,4.0,32000.0,Rent,Dhaka,Mirpur,0,2,3,0,2,0,4,Dhaka,Mirpur,10.373491181781864
bproperty-14242,2200.0,Apartment,Residential,3.0,4.0,30000.0,Rent,Dhaka,Banasree,0,2,2,0,4,0,4,Dhaka,Khilgaon,10.308952660644293
bproperty-14243,1754.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,4,0,5,Dhaka,Mohammadpur,10.596634733096073
bproperty-14244,1530.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Agargaon,0,1,0,0,3,0,3,Dhaka,Sher-E-Bangla Nagar,10.165851817003619
bproperty-14245,1530.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Agargaon,0,1,0,0,3,0,3,Dhaka,Sher-E-Bangla Nagar,10.165851817003619
bproperty-14246,1730.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Rampura,0,2,2,0,3,0,4,Dhaka,Khilgaon,10.46310334047155
bproperty-14247,1300.0,Apartment,Residential,3.0,3.0,17000.0,Rent,Dhaka,Shyamoli,0,2,2,0,3,0,4,Dhaka,Shyamoli,9.740968623038354
bproperty-14248,1200.0,Apartment,Residential,2.8394139279668438,3.0,20000.0,Rent,Dhaka,Adabor,0,1,2,0,2,0,4,Dhaka,Mohammadpur,9.903487552536127
