,price,area,num_bath_rooms,num_bed_rooms,zone,price_log
68,20000000.0,1950.0,2.8650871997367555,3.0,Bashundhara R/A,16.811242831518264
69,10500000.0,1283.0,2.8650871997367555,3.0,Mirpur,16.166885815127753
70,11500000.0,1517.0,4.0,3.0,Uttara,16.25785759333348
71,13200000.0,1700.0,4.0,4.0,Mohammadpur,16.3957273875566
72,20000000.0,2185.0,3.0,4.0,Khilgaon,16.811242831518264
73,7000000.0,1055.0,3.0,3.0,Khilgaon,15.761420707019587
74,4500000.0,850.0,2.0,2.0,Mohammadpur,15.319587954740548
75,11000000.0,1522.0,2.8650871997367555,3.0,Mirpur,16.213405830762646
76,11299999.999999998,1499.0,3.0,3.0,Khilgaon,16.240313283682568
77,3200000.0,750.0,2.0,2.0,Mirpur,14.978661367769956
78,5000000.0,730.0,2.8650871997367555,3.0,Mirpur,15.424948470398375
79,15000000.0,2365.0,2.8650871997367555,3.0,Chattogram City,16.523560759066484
80,8200000.0,1400.0,3.0,3.0,Mohammadpur,15.919644712234481
81,15500000.0,2000.0,4.0,4.0,Khilgaon,16.556350581889475
83,11600000.0,1543.0,4.0,3.0,Khilgaon,16.266515656076592
84,9500000.0,1380.0,2.8650871997367555,3.0,Khilgaon,16.06680235657077
85,9300000.0,1250.0,2.8650871997367555,3.0,Badda,16.045524958123483
86,11299999.999999998,1499.0,3.0,3.0,Khilgaon,16.240313283682568
87,11000000.0,1326.0,2.8650871997367555,3.0,Bashundhara R/A,16.213405830762646
88,7900000.0,1050.0,2.8650871997367555,2.0,Badda,15.88237331743725
89,7500000.0,1250.0,2.8650871997367555,3.0,Mirpur,15.830413578506539
90,11299999.999999998,1496.0,3.0,3.0,Khilgaon,16.240313283682568
91,11000000.0,1565.0,2.8650871997367555,3.0,Uttara,16.213405830762646
92,11500000.0,1430.0,3.0,3.0,Mirpur,16.25785759333348
93,3800000.0,800.0,2.0,2.0,Mohammadpur,15.150511624696614
94,13700000.000000002,1720.0,3.0,3.0,Mirpur,16.432906390798355
95,13000000.0,1630.0,3.0,3.0,Mirpur,16.38045991542581
96,20000000.0,1675.0,2.8650871997367555,3.0,Uttara,16.811242831518264
97,20000000.0,1675.0,2.8650871997367555,3.0,Uttara,16.811242831518264
98,4000000.0,650.0,2.0,2.0,Sher-E-Bangla Nagar,15.201804919084164
99,7200000.0,1350.0,3.0,3.0,Mirpur,15.789591583986283
100,6500000.0,1155.0,2.8650871997367555,3.0,Mirpur,15.687312734865866
101,6500000.0,1155.0,2.8650871997367555,3.0,Mirpur,15.687312734865866
102,9000000.0,1200.0,2.0,3.0,Dhanmondi,16.012735135300492
103,11200000.000000002,1633.0,3.0,3.0,Khilgaon,16.231424336265324
104,7900000.0,1310.0,3.0,3.0,Badda,15.88237331743725
105,11200000.000000002,1633.0,3.0,3.0,Khilgaon,16.231424336265324
106,12600000.0,1580.0,3.0,3.0,Mirpur,16.349207371921707
107,11000000.0,1586.0,3.0,3.0,Khilgaon,16.213405830762646
108,13500000.0,1483.0,3.0,3.0,Tejgaon,16.41820024340866
109,11000000.0,1586.0,3.0,3.0,Khilgaon,16.213405830762646
110,7500000.0,1250.0,2.8650871997367555,3.0,Mirpur,15.830413578506539
111,8600000.0,1200.0,2.8650871997367555,3.0,Khilgaon,15.967272761223736
112,6000000.0,1000.0,2.0,3.0,Mirpur,15.60727002719233
113,20600000.0,2030.0,2.8650871997367555,3.0,Bashundhara R/A,16.84080163375981
114,5000000.0,950.0,2.0,3.0,Mirpur,15.424948470398375
115,7400000.0,1300.0,2.8650871997367555,3.0,Dhaka Cantonment,15.816990558174398
116,8250000.0,1182.0,3.0,3.0,Gulshan,15.925723758310864
117,5800000.0,930.0,3.0,3.0,Mirpur,15.573368475516649
118,11000000.0,1350.0,3.0,3.0,Mirpur,16.213405830762646
119,5800000.0,930.0,3.0,3.0,Mirpur,15.573368475516649
120,25000000.0,2100.0,5.0,4.0,Bashundhara R/A,17.034386382832476
121,7000000.0,1150.0,2.0,3.0,Mirpur,15.761420707019587
122,10500000.0,1350.0,2.8650871997367555,3.0,Khilgaon,16.166885815127753
123,8700000.0,1075.0,2.0,3.0,Hatirpool,15.978833583624812
124,10500000.0,1350.0,2.8650871997367555,3.0,Khilgaon,16.166885815127753
125,12000000.0,1410.0,3.0,3.0,Khilgaon,16.300417207752275
126,3200000.0,750.0,2.8650871997367555,2.0,Mirpur,14.978661367769956
127,9500000.0,1350.0,3.0,3.0,Mohammadpur,16.06680235657077
128,10500000.0,1595.0,3.0,3.0,Mohammadpur,16.166885815127753
129,11600000.0,1543.0,3.0,3.0,Khilgaon,16.266515656076592
130,11700000.0,1550.0,3.0,3.0,Khilgaon,16.275099399767985
131,5800000.0,950.0,2.0,3.0,Mirpur,15.573368475516649
132,20000000.0,2400.0,3.0,3.0,Khilgaon,16.811242831518264
133,23000000.0,2400.0,4.0,3.0,Bashundhara R/A,16.951004773893423
134,7300000.0,1200.0,3.0,3.0,Khilgaon,15.80338490611862
135,5000000.0,978.0,2.8650871997367555,2.0,Chattogram City,15.424948470398375
136,8800000.0,1200.0,3.0,3.0,Mirpur,15.990262279448435
137,13500000.0,1666.0,3.0,3.0,Bashundhara R/A,16.41820024340866
139,12500000.0,1536.0,4.0,4.0,Khilgaon,16.34123920227253
140,10000000.0,1270.0,3.0,3.0,Uttara,16.11809565095832
141,12600000.0,1800.0,3.0,4.0,Khilgaon,16.349207371921707
142,26500000.0,2700.0,4.0,4.0,Bashundhara R/A,17.09265529095645
143,20600000.0,2030.0,2.8650871997367555,3.0,Bashundhara R/A,16.84080163375981
144,11200000.000000002,1000.0,2.8650871997367555,3.0,Bashundhara R/A,16.231424336265324
145,20800000.0,2050.0,2.8650871997367555,3.0,Bashundhara R/A,16.850463544671545
146,33000000.0,2002.0,3.0,3.0,Motijheel,17.312018119430753
147,20800000.0,2050.0,2.8650871997367555,3.0,Bashundhara R/A,16.850463544671545
148,11000000.0,1300.0,3.0,3.0,Uttara,16.213405830762646
149,25000000.0,2265.0,3.0,4.0,Bashundhara R/A,17.034386382832476
151,10500000.0,2100.0,3.0,3.0,Mirpur,16.166885815127753
152,11000000.0,1565.0,3.0,3.0,Mirpur,16.213405830762646
153,12000000.0,1620.0,3.0,3.0,Khilgaon,16.300417207752275
154,7500000.0,1420.0,4.0,3.0,Turag,15.830413578506539
155,13500000.0,1550.0,2.8650871997367555,3.0,Bashundhara R/A,16.41820024340866
156,9500000.0,1654.0,3.0,3.0,Uttara,16.06680235657077
157,11500000.0,1506.0,3.0,3.0,Khilgaon,16.25785759333348
158,22000000.0,2250.0,4.0,4.0,Bashundhara R/A,16.90655301132259
159,5200000.0,950.0,2.0,2.0,Mirpur,15.464169183551656
160,8200000.0,1365.0,2.8650871997367555,3.0,Badda,15.919644712234481
161,7900000.0,1310.0,2.8650871997367555,3.0,Badda,15.88237331743725
162,12000000.0,1250.0,3.0,3.0,Gulshan,16.300417207752275
163,6000000.0,1000.0,2.0,3.0,Mirpur,15.60727002719233
164,8700000.0,1668.0,3.0,4.0,Khilgaon,15.978833583624812
165,4200000.0,750.0,2.8650871997367555,2.0,Mirpur,15.250595083253597
166,8500000.0,1654.0,2.8650871997367555,3.0,Uttara,15.955576721460545
167,4200000.0,750.0,2.8650871997367555,2.0,Mirpur,15.250595083253597
168,7500000.0,1402.0,2.0,3.0,Badda,15.830413578506539
169,19200000.0,1965.0,2.8650871997367555,3.0,Uttara,16.77042083699801
170,7800000.0,1500.0,3.0,3.0,Mirpur,15.86963429165982
171,5200000.0,850.0,2.0,2.0,Mirpur,15.464169183551656
172,13500000.0,1500.0,2.8650871997367555,3.0,Uttara,16.41820024340866
173,20000000.0,1820.0,3.0,3.0,Ramna,16.811242831518264
176,15200000.0,1340.0,2.8650871997367555,3.0,Uttara,16.536805985816503
177,15200000.0,1340.0,2.8650871997367555,3.0,Uttara,16.536805985816503
178,12500000.0,1352.0,3.0,3.0,Badda,16.34123920227253
180,7000000.0,500.0,1.0,1.0,Bashundhara R/A,15.761420707019587
181,12800000.0,1350.0,3.0,3.0,Motijheel,16.364955728889846
182,9500000.0,1600.0,3.0,3.0,Mirpur,16.06680235657077
183,5200000.0,850.0,2.0,2.0,Mirpur,15.464169183551656
184,11500000.0,1088.0,3.0,3.0,Ramna,16.25785759333348
185,21500000.0,2500.0,4.0,5.0,Keraniganj,16.883563493097892
186,9500000.0,1620.0,4.0,4.0,Old Dhaka,16.06680235657077
187,26500000.0,1840.0,3.0,3.0,Dhanmondi,17.09265529095645
188,7500000.0,1365.0,3.0,3.0,Turag,15.830413578506539
189,7000000.0,1450.0,3.0,3.0,,15.761420707019587
190,15000000.0,1880.0,2.8650871997367555,3.0,Chattogram City,16.523560759066484
191,7500000.0,1140.0,3.0,3.0,Mirpur,15.830413578506539
192,19000000.0,2024.0,3.0,3.0,Uttara,16.759949537130716
194,19000000.0,2004.0,3.0,3.0,Uttara,16.759949537130716
195,16000000.0,2400.0,3.0,3.0,Mirpur,16.588099280204055
196,35000000.0,2700.0,3.0,3.0,Gulshan,17.37085861945369
197,9500000.0,1450.0,3.0,3.0,Uttara,16.06680235657077
198,4500000.0,800.0,2.0,2.0,,15.319587954740548
199,7500000.0,1200.0,3.0,3.0,Mirpur,15.830413578506539
200,7350000.0,1175.0,3.0,3.0,Mirpur,15.81021087118902
201,7500000.0,1140.0,3.0,3.0,Mirpur,15.830413578506539
204,7890000.000000001,1265.0,3.0,3.0,Mirpur,15.881106692822057
205,11500000.0,1450.0,3.0,3.0,Khilgaon,16.25785759333348
206,4000000.0,800.0,2.0,2.0,Demra,15.201804919084164
207,18500000.0,1531.0,3.0,3.0,Mohammadpur,16.733281290048552
208,20500000.0,2142.0,2.8650871997367555,3.0,Bashundhara R/A,16.835935444108635
209,33500000.0,2390.0,4.0,4.0,Uttara,17.327055996795295
210,20500000.0,2142.0,2.8650871997367555,3.0,Bashundhara R/A,16.835935444108635
211,15000000.0,1489.0,4.0,3.0,Uttara,16.523560759066484
212,16500000.0,1900.0,3.0,4.0,Khilgaon,16.61887093887081
213,3835000.0,850.0,3.0,2.0,Demra,15.159679992783493
214,7500000.0,1120.0,2.8650871997367555,3.0,Turag,15.830413578506539
215,4500000.0,700.0,2.0,2.0,Demra,15.319587954740548
216,8200000.0,1311.0,2.8650871997367555,3.0,Khilgaon,15.919644712234481
217,13500000.0,1700.0,3.0,3.0,Uttara,16.41820024340866
218,8500000.0,1220.0,2.8650871997367555,3.0,Turag,15.955576721460545
219,10500000.0,1315.0,3.0,3.0,Sutrapur,16.166885815127753
220,7000000.0,1300.0,2.8650871997367555,3.0,Mohammadpur,15.761420707019587
221,6000000.0,900.0,3.0,2.0,Demra,15.60727002719233
222,14500000.0,1720.0,4.0,3.0,Bashundhara R/A,16.489659207390805
223,6000000.0,1000.0,3.0,3.0,Demra,15.60727002719233
224,10000000.0,1352.0,3.0,3.0,Dhanmondi,16.11809565095832
225,25000000.0,2075.0,3.0,3.0,Bashundhara R/A,17.034386382832476
226,7000000.0,1180.0,3.0,3.0,Khilgaon,15.761420707019587
227,13500000.0,1830.0,3.0,3.0,Khilgaon,16.41820024340866
228,8500000.0,1210.0,3.0,3.0,Khilgaon,15.955576721460545
229,6200000.0,1440.0,3.0,3.0,Khilgaon,15.64005985001532
230,16500000.0,2000.0,5.0,3.0,Khilgaon,16.61887093887081
231,21000000.0,2300.0,4.0,5.0,Khilgaon,16.860032995687696
232,7800000.0,1250.0,3.0,3.0,Khilgaon,15.86963429165982
233,8500000.0,1200.0,3.0,3.0,Khilgaon,15.955576721460545
234,7200000.0,1030.0,3.0,3.0,Ramna,15.789591583986283
235,9900000.0,1538.0,4.0,3.0,Badda,16.108045315104818
236,8700000.0,1184.0,3.0,3.0,Badda,15.978833583624812
237,10600000.0,1420.0,3.0,3.0,Badda,16.176364559082295
238,13799999.999999998,1710.0,3.0,3.0,Ramna,16.440179150127435
239,8700000.0,1184.0,3.0,3.0,Badda,15.978833583624812
240,19500000.0,2015.0,3.0,3.0,Dhanmondi,16.785925023533974
241,10800000.0,1475.0,3.0,3.0,Mohammadpur,16.195056692094447
242,6200000.0,1130.0,2.8650871997367555,3.0,Dhaka Cantonment,15.64005985001532
243,6500000.0,1145.0,2.0,3.0,Chattogram City,15.687312734865866
244,7500000.0,1140.0,3.0,3.0,Mirpur,15.830413578506539
245,10600000.0,1275.0,3.0,3.0,Khilgaon,16.176364559082295
246,7000000.0,1250.0,2.8650871997367555,3.0,Mirpur,15.761420707019587
247,5000000.0,850.0,2.0,3.0,Badda,15.424948470398375
248,15500000.0,1847.0,4.0,3.0,Ramna,16.556350581889475
249,6200000.0,1100.0,3.0,3.0,Mirpur,15.64005985001532
251,6695000.0,1266.0,3.0,3.0,Chattogram City,15.71687153710741
252,6700000.0,1000.0,3.0,2.0,Badda,15.717618084361195
253,3835000.0,850.0,3.0,2.0,Demra,15.159679992783493
254,5000000.0,950.0,2.0,2.0,Mohammadpur,15.424948470398375
255,8200000.0,1450.0,4.0,4.0,Khilgaon,15.919644712234481
256,15000000.0,2000.0,5.0,3.0,Khilgaon,16.523560759066484
257,12000000.0,1500.0,3.0,2.0,Khilkhet,16.300417207752275
258,13000000.0,1750.0,3.0,3.0,Ramna,16.38045991542581
259,13000000.0,1988.0,2.0,2.0,Mohammadpur,16.38045991542581
260,4500000.0,1200.0,3.0,3.0,Chattogram City,15.319587954740548
261,13500000.0,1737.0,2.8650871997367555,3.0,Bashundhara R/A,16.41820024340866
262,14500000.0,1600.0,4.0,3.0,Bashundhara R/A,16.489659207390805
263,5300000.0,1100.0,3.0,3.0,Badda,15.483217378522351
265,10000000.0,1505.0,2.8650871997367555,3.0,Bashundhara R/A,16.11809565095832
266,15000000.0,2000.0,5.0,3.0,Khilgaon,16.523560759066484
267,5600000.0,1500.0,3.0,3.0,Chattogram City,15.538277155705378
268,16000000.0,1520.0,3.0,3.0,Chattogram City,16.588099280204055
270,9800000.0,1228.0,2.0,3.0,Ramna,16.0978929436408
271,13500000.0,1600.0,4.0,3.0,Bashundhara R/A,16.41820024340866
272,11500000.0,1395.0,3.0,3.0,Khilgaon,16.25785759333348
273,8200000.0,2050.0,3.0,3.0,Khilgaon,15.919644712234481
274,10500000.0,1320.0,3.0,3.0,Motijheel,16.166885815127753
275,9500000.0,1450.0,3.0,3.0,Mirpur,16.06680235657077
276,8050000.0,1100.0,2.0,3.0,Ramna,15.901182649394746
277,7800000.0,1263.0,3.0,3.0,Badda,15.86963429165982
278,21500000.0,1865.0,4.0,4.0,Motijheel,16.883563493097892
279,8000000.0,1090.0,2.0,3.0,Khilgaon,15.89495209964411
280,13200000.0,1650.0,4.0,3.0,Ramna,16.3957273875566
281,7700000.0,1150.0,3.0,3.0,Ramna,15.856730886823913
282,8800000.0,1194.0,3.0,3.0,Badda,15.990262279448435
283,16500000.0,2000.0,5.0,3.0,Khilgaon,16.61887093887081
284,6000000.0,1250.0,2.8650871997367555,3.0,Jatrabari,15.60727002719233
285,7200000.0,1342.0,3.0,3.0,Badda,15.789591583986283
286,4500000.0,950.0,3.0,3.0,Dakshin Khan,15.319587954740548
287,17500000.0,1850.0,4.0,4.0,Bashundhara R/A,16.67771143889374
288,23500000.0,3400.0,6.0,6.0,Uttara,16.972510979114386
289,11200000.000000002,1560.0,4.0,4.0,Ramna,16.231424336265324
290,5300000.0,1100.0,3.0,3.0,Badda,15.483217378522351
291,6800000.0,1150.0,3.0,3.0,Mirpur,15.732433170146335
292,22000000.0,2282.0,3.0,4.0,Bashundhara R/A,16.90655301132259
293,3546000.0,788.0,2.8650871997367555,2.0,Demra,15.08133076561629
294,9500000.0,1620.0,2.8650871997367555,4.0,Old Dhaka,16.06680235657077
295,13000000.0,1650.0,2.8650871997367555,4.0,Mirpur,16.38045991542581
296,9500000.0,1300.0,3.0,3.0,Mirpur,16.06680235657077
297,3800000.0,700.0,2.0,2.0,Mohammadpur,15.150511624696614
298,5000000.0,950.0,2.0,2.0,Dakshin Khan,15.424948470398375
299,12500000.0,1517.0,4.0,3.0,Uttara,16.34123920227253
300,5400000.0,1050.0,2.0,3.0,Dakshin Khan,15.501909511534503
301,10500000.0,1170.0,2.0,2.0,Motijheel,16.166885815127753
302,19000000.0,1800.0,3.0,3.0,Bashundhara R/A,16.759949537130716
303,13000000.0,1460.0,3.0,3.0,New Market,16.38045991542581
304,6000000.0,950.0,2.0,3.0,Ramna,15.60727002719233
305,10500000.0,1170.0,2.0,2.0,Motijheel,16.166885815127753
306,6680000.0,1336.0,2.8650871997367555,3.0,Chattogram City,15.714628545512829
307,4500000.0,800.0,2.8650871997367555,2.0,,15.319587954740548
308,6500000.0,1250.0,2.8650871997367555,3.0,Jatrabari,15.687312734865866
309,4000000.0,750.0,2.8650871997367555,2.0,,15.201804919084164
310,5200000.0,950.0,2.0,3.0,Mirpur,15.464169183551656
311,7800000.0,1500.0,2.8650871997367555,3.0,Chattogram City,15.86963429165982
312,6500000.0,1100.0,3.0,3.0,Khilgaon,15.687312734865866
313,7800000.0,1500.0,2.8650871997367555,3.0,Chattogram City,15.86963429165982
314,6500000.0,1150.0,2.0,3.0,Mirpur,15.687312734865866
315,5500000.0,1200.0,2.8650871997367555,3.0,Keraniganj,15.520258650202699
316,5500000.0,1200.0,2.8650871997367555,3.0,Keraniganj,15.520258650202699
317,4700000.0,700.0,2.0,2.0,Mohammadpur,15.363073066680286
318,5500000.0,850.0,2.0,3.0,Mirpur,15.520258650202699
319,6500000.0,1300.0,2.8650871997367555,3.0,Chattogram City,15.687312734865866
320,4200000.0,830.0,2.0,2.0,Mirpur,15.250595083253597
321,11000000.0,1370.0,3.0,3.0,Mirpur,16.213405830762646
322,14500000.0,1600.0,3.0,3.0,Bashundhara R/A,16.489659207390805
323,7000000.0,1212.0,3.0,3.0,Chattogram City,15.761420707019587
324,6500000.0,1100.0,3.0,3.0,Khilgaon,15.687312734865866
326,10000000.0,1414.0,2.8650871997367555,3.0,Chattogram City,16.11809565095832
327,10000000.0,800.0,2.0,2.0,Badda,16.11809565095832
328,21000000.0,2200.0,5.0,5.0,Mirpur,16.860032995687696
329,5000000.0,820.0,2.0,2.0,Mirpur,15.424948470398375
330,4600000.0,1050.0,3.0,3.0,Dakshin Khan,15.341566861459324
331,6000000.0,1290.0,3.0,3.0,Demra,15.60727002719233
332,6000000.0,1290.0,3.0,3.0,Demra,15.60727002719233
333,7725000.0,1545.0,2.8650871997367555,3.0,Chattogram City,15.859972380748083
334,5875000.0,1175.0,2.8650871997367555,3.0,Chattogram City,15.586216617994497
335,8000000.0,1336.0,2.8650871997367555,3.0,Chattogram City,15.89495209964411
336,8495000.0,1699.0,2.8650871997367555,3.0,Chattogram City,15.954988313088169
337,5875000.0,1175.0,2.8650871997367555,3.0,Chattogram City,15.586216617994497
338,8695000.0,1739.0,2.8650871997367555,3.0,Chattogram City,15.97825870577052
339,6550000.0,1300.0,3.0,3.0,Mohammadpur,15.694975607611434
340,23000000.0,2025.0,3.0,3.0,Bashundhara R/A,16.951004773893423
341,14500000.0,2400.0,2.8650871997367555,4.0,Chattogram City,16.489659207390805
342,8125000.0,1650.0,3.0,3.0,Mohammadpur,15.910456286180075
343,3500000.0,750.0,2.8650871997367555,2.0,,15.068273526459642
344,5290000.0,1020.0,3.0,3.0,Mohammadpur,15.481328803834483
345,8125000.0,1650.0,3.0,3.0,Mohammadpur,15.910456286180075
346,4800000.0,800.0,2.0,2.0,Badda,15.38412647587812
347,5500000.0,950.0,2.0,2.0,Dakshin Khan,15.520258650202699
348,5600000.0,1050.0,2.0,3.0,Dakshin Khan,15.538277155705378
349,17500000.0,2150.0,4.0,4.0,Bashundhara R/A,16.67771143889374
350,6800000.0,1100.0,2.0,3.0,Khilgaon,15.732433170146335
351,35000000.0,3650.0,5.0,5.0,Bashundhara R/A,17.37085861945369
352,4000000.0,970.0,2.0,2.0,Khilgaon,15.201804919084164
353,7000000.0,1980.0,3.0,3.0,Chattogram City,15.761420707019587
354,16000000.0,1520.0,3.0,3.0,Chattogram City,16.588099280204055
355,6000000.0,1290.0,2.8650871997367555,3.0,Demra,15.60727002719233
356,9200000.0,1553.0,2.8650871997367555,3.0,Mirpur,16.034714042019267
357,11000000.0,1465.0,3.0,3.0,Ramna,16.213405830762646
358,17500000.0,2150.0,4.0,4.0,Bashundhara R/A,16.67771143889374
359,23000000.0,2200.0,3.0,4.0,Mirpur,16.951004773893423
360,9000000.0,1200.0,2.0,2.0,Mirpur,16.012735135300492
361,5560000.0,1080.0,3.0,3.0,Mohammadpur,15.531108666226766
362,4500000.0,700.0,2.8650871997367555,2.0,Demra,15.319587954740548
363,7725000.0,1545.0,2.8650871997367555,3.0,Chattogram City,15.859972380748083
364,5500000.0,850.0,2.8650871997367555,2.0,Mohakhali,15.520258650202699
365,6000000.0,900.0,2.8650871997367555,3.0,Demra,15.60727002719233
366,8695000.0,1739.0,2.8650871997367555,3.0,Chattogram City,15.97825870577052
367,6000000.0,900.0,2.8650871997367555,3.0,Demra,15.60727002719233
369,17500000.0,2150.0,4.0,4.0,Bashundhara R/A,16.67771143889374
370,13500000.0,1650.0,3.0,3.0,Bashundhara R/A,16.41820024340866
371,17000000.0,2057.0,2.8650871997367555,3.0,Uttara,16.64872390202049
372,11000000.0,1215.0,3.0,3.0,Bashundhara R/A,16.213405830762646
373,17500000.0,2150.0,4.0,4.0,Bashundhara R/A,16.67771143889374
374,11000000.0,1650.0,2.8650871997367555,3.0,Khilgaon,16.213405830762646
375,6000000.0,850.0,2.0,2.0,Mirpur,15.60727002719233
376,9000000.0,1200.0,3.0,3.0,Mohakhali,16.012735135300492
377,5500000.0,900.0,2.0,2.0,Khilgaon,15.520258650202699
378,3400000.0,250.0,1.0,1.0,Bashundhara R/A,15.03928598958639
379,5000000.0,1230.0,2.0,2.0,Mirpur,15.424948470398375
381,7500000.0,1430.0,2.8650871997367555,3.0,Mirpur,15.830413578506539
382,7100000.0,1245.0,3.0,3.0,Khilgaon,15.775605342011543
383,3425000.0,750.0,2.8650871997367555,2.0,Demra,15.046612029678462
384,3425000.0,750.0,2.8650871997367555,2.0,Demra,15.046612029678462
385,3425000.0,750.0,2.8650871997367555,2.0,Demra,15.046612029678462
386,3425000.0,750.0,2.8650871997367555,2.0,Demra,15.046612029678462
387,3835000.0,850.0,2.8650871997367555,2.0,Demra,15.159679992783493
388,3835000.0,850.0,2.8650871997367555,2.0,Demra,15.159679992783493
389,14000000.0,1720.0,2.8650871997367555,4.0,Hazaribagh,16.454567887579532
390,13400000.0,1800.0,2.8650871997367555,3.0,Chattogram City,16.41076526492114
391,13400000.0,1800.0,2.8650871997367555,3.0,Chattogram City,16.41076526492114
392,11000000.0,1500.0,2.8650871997367555,3.0,Mohammadpur,16.213405830762646
393,6600000.0,950.0,2.8650871997367555,2.0,Badda,15.702580206996654
394,7800000.0,1175.0,2.0,3.0,Khilgaon,15.86963429165982
395,9500000.0,1350.0,2.8650871997367555,3.0,Khilgaon,16.06680235657077
396,22000000.0,1450.0,3.0,3.0,Badda,16.90655301132259
397,5000000.0,900.0,2.0,2.0,Mirpur,15.424948470398375
398,9500000.0,1500.0,2.8650871997367555,3.0,Khilgaon,16.06680235657077
399,11500000.0,1475.0,2.8650871997367555,4.0,Ramna,16.25785759333348
400,6500000.0,925.0,2.8650871997367555,2.0,Khilgaon,15.687312734865866
401,6500000.0,925.0,2.8650871997367555,2.0,Khilgaon,15.687312734865866
402,9500000.0,1500.0,2.8650871997367555,3.0,Motijheel,16.06680235657077
403,14000000.0,1585.0,2.8650871997367555,3.0,Khilgaon,16.454567887579532
404,5500000.0,980.0,2.8650871997367555,2.0,Khilgaon,15.520258650202699
