title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
3715 sqft Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,3715.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,230000.0,"This 3715 sqft unfurnished property is up for rent at Gulshan-2. Located at 6th floor, this property with larger space has 4 beds with other facilities. Service Charge is BDT 15000. 2 car parking available. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/3715-sqft-apartment-for-rent-at-gulshan-2/123,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,15000,yes,yes,1,new,yes,available,unfurnished,,7,any,460000,yes,yes,
2667 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2667.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,170000.0,"This 2667 sqft furnished apartment is up for rent at Baridhara Diplomatic Zone. This property at 2nd floor has 3 beds, 4 baths and other luxurious commodities and facilities for a family. 1 car parking available.",http://www.rentalhomebd.com/properties/2667-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/160,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,,,,yes,yes,1,new,yes,available,furnished,,3,any,340000,,yes,
3200 sqft Apartment for Rent @ Gulshan-1, 4 bd, 5 ba,3200.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,85000.0,"This 3200 sqft unfurnished property has 4 beds with other facilities. 1 car parking available. Serviced Charge 10000 BDT. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3200-sqft-apartment-for-rent-at-gulshan-1/96,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,10000,yes,yes,1,new,yes,available,unfurnished,,2,any,170000,yes,yes,
3000 sqft Apartment for Rent @ Gulshan-1, 4 bd, 4 ba,3000.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,130000.0,"It is an unfurnished apartment of 3000 sqft for rent located in Gulshan-1. This property has 4 beds, 4 baths with servant room-bath and other facilities. 1 car parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3000-sqft-apartment-for-rent-at-gulshan-1/97,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,12000,yes,yes,1,new,yes,available,unfurnished,,9,any,260000,yes,yes,
2500 sqft Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,2500.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,105000.0,"This 2500 sqft unfurnished property is up for rent at Gulshan-2. Located at 1st floor, this property has 4 beds with other facilities. Service Charge is BDT 6000. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2500-sqft-apartment-for-rent-at-gulshan-2/120,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,6000,yes,yes,1,new,yes,available,unfurnished,,2,any,210000,,yes,
Property For Rent @ Gulshan-2, 4 bd, 5 ba,3600.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,160000.0,"It is a good location for living. It is on the north the side of Gulshan. This semi-furnished property of 3600 sqft has 4 bed, 4 bath, drawing, dining, living, servant room and bath, kitchen and balconies with other facilities like wall cabinet, air conditioner, bed and fridge. Monthly rent is BDT 160000 and service charge is BDT 10000 with advance deposit for six months but this can be negotiated upon discussion. Interested people please call below number: +88 01622888555",http://www.rentalhomebd.com/properties/property-for-rent-at-gulshan-2/94,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,yes,yes,1,new,yes,available,semi-furnished,,4,any,960000,yes,yes,
Furnished Apartment For Rent @ Gulshan-2, 3 bd, 3 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,110000.0,"This furnished property of 2000 sqft has 3 beds, 3 baths, drawing, dining, kitchen, servant room and bath, 3 balconies. It is furnished apartment and 1st floor for rent. Monthly rent BDT 110000 and service charge 7000 BDT. 1 car parking available.",http://www.rentalhomebd.com/properties/furnished-apartment-for-rent-at-gulshan-2/95,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,7000,yes,yes,1,new,yes,available,furnished,,2,any,330000,,yes,tiled
2350 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba,2350.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 2350 sqft for rent located in Gulshan-1. This property at the top floor has 3 beds, 3 baths with servant room-bath, drawing, dining, kitchen along with 2 windy south side balconies. 2 wall cabinets, kitchen cabinet and drawing room cabinet are also available.  1 car parking facility. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2350-sqft-apartment-for-rent-at-gulshan-1/99,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",no,5000,yes,yes,1,new,yes,available,unfurnished,,7,any,160000,,yes,
Apartment For Rent @ Banani, 3 bd, 3 ba,1600.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,0.0,"1600 sqft this property have 3 bed with 3 bath attached, Drawing, dining, kitchen, servant room and bath. 2nd floor for rent. This property rent and advanced payment depend on discussion. 1 car parking available.",http://www.rentalhomebd.com/properties/apartment-for-rent-at-banani/102,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Banani,,,,yes,yes,1,new,yes,available,unfurnished,,3,any,,,yes,tiled
Office Space for Rent @ Gulshan-1, 0 bd, 1 ba,470.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Office space,Rent,70000.0,This 470 sqft property at the ground floor is up for rent as an office space at Gulshan-1.,http://www.rentalhomebd.com/properties/office-space-for-rent-at-gulshan-1/101,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Commercial,Dhaka,,"Gulshan-1, Gulshan-1",,,,,,new,,,unfurnished,,1,any,150000,,,
2270 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba,2270.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,130000.0,"This 2270 sqft unfurnished property is up for rent at Gulshan-1. Located at 4th floor, this property has 3 beds, 3 baths, 3 balconies with living, drawing, dining rooms with wall cabinet. It also has servant room with bath. 1 parking space available. If furnishing is needed, we will do it after discussion.",http://www.rentalhomebd.com/properties/2270-sqft-apartment-for-rent-at-gulshan-1/103,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",yes,10000,yes,yes,1,new,yes,available,unfurnished,,5,any,260000,yes,yes,
3000 sqft Unfurnished Apartment For Rent  @ Gulshan 1, 3 bd, 3 ba,3000.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,100000.0,"It is an unfurnished apartment. If it needs furnishing then we will do it. Apartment size is 3000 sqft with 3 beds, 4 baths, drawing, dining, living, kitchen along with servant room. Monthly rent in unfurnished condition is 70000 BDT. Service charge 11000 BDT. 2 car parking available.",http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-gulshan-1/106,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,11000,yes,yes,1,new,yes,available,unfurnished,,3,any,200000,yes,yes,tiled
4000 sqft Apartment For Rent @ Gulshan 1, 4 bd, 4 ba,4000.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,230000.0,"This 9 storied house has 4 vacant floors. 2nd, 3rd, 4th and 6th floor are up for rent. All properties are unfurnished and only have wall cabinets. Each floor is of 1 unit with an area of 4000 sqft. Each floor contains 4 beds, 5 baths, drawing, dining, living, servant room, kitchen with 3 balconies. 2 car parking facilities available. Monthly Rent is BDT 230000 and service charge is 20000 BDT. Advanced money 6 month, but this depends upon discussion after visiting these properties. Building age is only 2 year. If you are interested, please call this below number: +88 01622888555",http://www.rentalhomebd.com/properties/4000-sqft-apartment-for-rent-at-gulshan-1/105,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,20000,yes,yes,1,new,yes,available,unfurnished,yes,4,any,1380000,yes,yes,tiled
3650 sqft Apartment For Rent @ Gulshan 1, 5 bd, 5 ba,3650.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,150000.0,"It is an amazingly clean and tidy unfurnished flat at the 2nd floor which is up for rent located in Gulshan-1. Apartment size is 3650 sqft with 5 beds, 5 baths. 2 car parking available. Monthly rent is BDT 150000 and service charge is BDT 14000.",http://www.rentalhomebd.com/properties/3650-sqft-apartment-for-rent-at-gulshan-1/107,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,14000,yes,yes,1,new,yes,available,unfurnished,,3,any,300000,yes,yes,tiled
2000 sqft Apartment For Rent @ Gulshan-2, 3 bd, 4 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,100000.0,"It is an unfurnished flat of 2000 sqft for rent located in Gulshan-2. This property has 3 beds, drawing room, dining room, servant room and bathroom with decorated rooftop. 1 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/apartment-for-rent-at-gulshan-2/69,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,9000,yes,yes,1,new,yes,available,unfurnished,,4,any,200000,,yes,
3150 sqft Semi-Furnished Apartment For Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3150.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,190000.0,"It is a semi-furnished apartment of 3150 sqft for rent located in Baridhara Diplomatic Zone. This property of 4 beds would suit for a family. Foreigner tenant is preferred. Air conditioner and 2 parking space available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3150-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/61,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,,,16000,yes,yes,1,new,yes,available,semi-furnished,,4,any,380000,yes,yes,
Dream Home, 4 bd, 5 ba,2200.0,"F Block, Bashundhara, Bashundhara, Dhaka",Duplex Home,Sale,50.0,Aysha's  Palace,http://www.rentalhomebd.com/properties/dream-home/63,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Residential,Dhaka,Bashundhara,F Block,,,,,1,new,yes,,furnished,yes,8,,,yes,yes,marble
2280 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba,2280.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,150000.0,"Unfurnished properties of 2280 sqft, 2 units on 1st floor and 2 units on 3rd floor are up for rent at Gulshan-1. Each property contains 3 beds, 3 baths, living, drawing, dining, servant room with bath and 3 balconies. Service Charge is BDT 10000. If furnishing is needed, we will do it after discussion.",http://www.rentalhomebd.com/properties/2280-sqft-apartment-for-rent-at-gulshan-1/104,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",no,10000,yes,yes,1,new,yes,available,unfurnished,,4,any,300000,yes,yes,
4500 sqft Unfurnished Apartment For Rent @ Gulshan-2, 4 bd, 4 ba,4500.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,150000.0,"It is a vast unfurnished apartment of 4500 sqft for rent located in Gulshan-2. This property has 4 beds, 4 baths, living and dining space, drawing room, servant room and other facilities. 2 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3700-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/72,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,12000,yes,yes,1,new,yes,available,unfurnished,,5,any,300000,yes,yes,
Duplex home., 3 bd, 3 ba,2400.0,"G block, Basundhara, Adabor, Dhaka",Duplex Home,Sale,20.0,"Different advances have been made in the development of software process improvement (SPI) standards and models, e.g. capability maturity model (CMM), more recently CMMI, and ISO's SPICE. However, these advances have not been matched by equal advances in the adoption of these standards and models in software development which has resulted in limited success for many SPI efforts. The current problem with SPI is not a lack of standard or model, but rather a lack of an effective strategy to successfully implement these standards or models. The importance of SPI implementation demands that it be recognised as a complex process in its own right and that organizations should determine their SPI implementation maturity through an organized set of activities. In the literature, much attention has been paid to “what activities to implement” instead of “how to implement” these activities. We believe that identification of only “what” activities to implement is not sufficient and that knowledge of “how” to implement is also required for successful implementation of SPI programmes.",http://www.rentalhomebd.com/properties/flat/66,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Residential,Dhaka,Adabor,"G Block, Basundhara",,,,,1,new,,,furnished,yes,7,,,,,
Fully Furnished Apartment rent @ Baridhara, 3 bd, 4 ba,1650.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,180000.0,It is a beautiful apartment .It has 1 car parking include and beside of Ascott palace restaurant.,http://www.rentalhomebd.com/properties/fully-furnished-apartment-rent-at-baridhara/74,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Residential,Dhaka,Baridhara,,,12000,yes,yes,1,new,yes,available,furnished,yes,2,any,360000,yes,yes,tiled
3000 sqft Furnished Apartment for Apartment For Rent @ Gulshan-2, 4 bd, 5 ba,3000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,210000.0,"It is a furnished apartment of 3000 sqft for rent located in Gulshan-2 . This furnished property of 4 beds, 5 baths, drawing room, dining room, living room, kitchen, servant room and staff toilet is well suited for a family.  2 parking space available. Service charge is 20000 BDT.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-apartment-for-rent-at-gulshan-2/71,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,20000,yes,yes,1,new,yes,available,furnished,,6,any,420000,yes,yes,
2000 sqft Semi-Furnished Apartment For Rent @ Gulshan-2, 3 bd, 4 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,100000.0,"It is a semi-furnished apartment of 2000 sqft for rent located in Gulshan-2. This property at floor B3 has 3 beds and other facilities. 1 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2000-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/70,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,10000,yes,yes,1,new,yes,available,semi-furnished,,4,any,200000,,yes,
A Luxurious Apartment Rent @ Baridhara Diplomatic Zone., 4 bd, 5 ba,3700.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,300000.0,It is a beautiful apartment with massive open space and open lights from all sides and very quiet and peaceful.,http://www.rentalhomebd.com/properties/a-luxurious-apartment-rent-at-baridhara-diplomatic-zone/73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Residential,Dhaka,Baridhara,,,20000,yes,yes,1,new,yes,available,furnished,yes,4,any,6000000,yes,yes,marble
Semi-Furnished Apartment For Rent @ Gulshan-2, 3 bd, 4 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,110000.0,"It is a semi-furnished apartment of 2000 sqft for rent located in Gulshan-2. This property has 3 beds with other facilities. 1 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/semi-furnished-apartment-for-rent-at-gulshan-2/83,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,,yes,1,new,yes,available,semi-furnished,yes,4,any,220000,,yes,
Apartment For Rent @ Uttara, 3 bd, 3 ba,1600.0,"House-12, Road- 2, Sector- 11, Uttara, Dhaka",Apartment/Flats,Rent,50000.0,"Good Location for family living. 3 bed, 4 bath, 2 balcony, drawing, dining, kitchen have. 2nd floor for rent. 1 car parking have.",http://www.rentalhomebd.com/properties/apartment-for-rent-at-uttara/76,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Uttara,"House-12, Road- 2, Sector- 11",no,6000,,yes,1,new,yes,available,unfurnished,,3,family,100000,,yes,tiled
1850 sqft Furnished Apartment for Rent @ Gulshan-1, 3 bd, 4 ba,1850.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,110000.0,It is a furnished property of 1850 sqft for rent located in Gulshan-1. This property has 3 beds and other facilities. 1 car parking available. Service Charge BDT 6000.,http://www.rentalhomebd.com/properties/1850-sqft-furnished-apartment-for-rent-at-gulshan-1/98,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,6000,yes,yes,1,new,yes,available,furnished,,7,any,220000,,yes,
2200 sqft Furnished Apartment for Rent @ Gulshan - 2, 3 bd, 4 ba,2200.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,180000.0,"It is a furnished apartment of 2200 sqft for rent located in Gulshan-2. This property has 3 beds, 4 baths, attached dining and living room with servant room and other facilities. 1 Parking available.",http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/84,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,yes,yes,1,new,yes,available,furnished,,11,any,360000,yes,yes,
2750 sqft Apartment For Rent In Baridhara Diplomatic Zone, 3 bd, 3 ba,2750.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,190000.0,"This property of 2750 sqft, located at Baridhara diplomatic zone is furnished with 3 bed, 4 bath and 1 car parking availability. Service Charge BDT 10000. Guest car parking facility is also available.",http://www.rentalhomebd.com/properties/2750-sqft-apartment-for-rent-in-baridhara/42,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,10000,yes,yes,1,new,yes,available,furnished,,4,any,380000,,yes,tiled
2500 Sqft Furnished Property For Rent @ Baridhara Diplomatic Zozne, 3 bd, 3 ba,2500.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,180000.0,"Furnished property suitable for family living. 4th floor is up for rent. This apartment of 2500 sqft have 3 bed with 3 bath, drawing, dining, kitchen, servant room and bath. Monthly rent in BDT 180000 and service charge BDT 8000. 1 car parking is available.",http://www.rentalhomebd.com/properties/2500-sqft-furnished-property-for-rent-at-baridhara-diplomatic-zozne/40,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,10000,yes,yes,1,new,yes,available,furnished,,5,any,360000,,yes,tiled
