title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
Used Apartment Sale in Mohammadpur Shekhertek @ 750 Sqft, Apartment , 750 sqft , 2 Bed(s) , 2 Bath(s) ," Mohammadpur, Dhaka",BDT 3700000 ,"Drawing,Dining,Electricity,Water,Lift,Generator, 1 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-mohammadpur-shekhertek
Used Property Sale in Shyamoli Housing @ 1550 Sqft, Apartment , 1550 sqft , 3 Bed(s) , 3 Bath(s) ," Shyamoli, Dhaka",BDT 8300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-shyamoli-housing
মাওয়া মেইন রোডের সাথে প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%AE%E0%A7%87%E0%A6%87%E0%A6%A8-%E0%A6%B0%E0%A7%8B%E0%A6%A1%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%A9-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Used Property Sale in West Dhanmondi @ 1500 Sqft, Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) ," West Dhanmondi, Dhaka",BDT 11300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-west-dhanmondi
Ready Property Sale in Bashundhara D block @ 1530 Sqft, Apartment , 1350 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Water,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-property-sale-in-bashundhara-d-block
"1000 Sft flat at Hillview R/A, Ctg.", Apartment , 1000 sqft , 3 Bed(s) , 2 Bath(s) , Chittagong,BDT 4000000 ,"parking,lift,generator, 3 Balcony ",sale,https://homefairbd.com/ad/1000-Sft-flat-at-Hillview-R-A--Ctg-only-tk-40-00-000-00
Used Flat in Dhanmondi Sobahanbag @ 1650 Sqft, Apartment , 1650 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 17500000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/used-flat-in-dhanmondi-sobahanbag-1650-sqft
Apartment sale in Rampura Banasree @ 1425 Sqft, Apartment , 1425 sqft , 3 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 8200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/apartment-sale-in-rampura-banasree
ঢাকা গোল্ডেন সিটিতে বালুভরাট প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%81%E0%A6%AD%E0%A6%B0%E0%A6%BE%E0%A6%9F-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%A9-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
1750 Sqft Semi ready flat in Khilkhet , Apartment , 1750 sqft , 3 Bed(s) , 4 Bath(s) ," Khilkhet, Dhaka",BDT 7100000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/1750-sqft-semi-ready-flat-in-khilkhet
Commercial Space Sale in Naya Paltan @ 1070 Sqft, Apartment , 1070 sqft , 1 Bed(s) , 1 Bath(s) ," Naya Paltan, Dhaka",BDT 10807000 ,"['Electricity', 'Water', 'lift', 'Generator', None]",Sale,https://homefairbd.com/ad/commercial-space-sale-in-naya-paltan
Flat sale in South Banasree J Block @ 1375 Sqft, Apartment , 1375 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7700000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-sale-in-south-banasree-j-block
Ready Apartment in Bosila Housing @ 1106 Sqft, Apartment , 1106 sqft , 2 Bed(s) , 3 Bath(s) ," Bosila, Dhaka",BDT 4700000 ,"Drawing,Dining,Electricity,Water,Parking, 2 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-bosila-housing
South Facing Land in dhaka golden city with attractive price, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/south-facing-land-in-dhaka-golden-city-with-attractive-price
Ready plot sale in Ashulia Savar, Land ,  katha ,,," Ashulia, Dhaka",BDT 4050000 ,[None],sale,https://homefairbd.com/ad/ready-plot-sale-in-ashulia-savar-cantonment
900 Sqft Ready Flat for sale in Khulna , Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) , Khulna,BDT 2800000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/900-sqft-ready-flat-for-sale-in-khulna
Resedential Flat Sale in Adabor @ 895 Sqft, Apartment , 895 sqft , 2 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 2900000 ,"Drawing,Dining,Electricity,Water, 3 Balcony ",Sale,https://homefairbd.com/ad/resedential-flat-sale-in-adabor-895-sqft
ঢাকা সান সিটিতে দক্ষিণমুখী জমি @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%9C%E0%A6%AE%E0%A6%BF
Used flat in Mohammadpur Iqbal Road  @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 14000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",,https://homefairbd.com/ad/used-flat-in-mohammadpur-iqbal-road
Flat for sale in Kazipara Mirpur @ 900 Sqft , Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Kazi Para, Dhaka",BDT 3900000 ,"Drawing,Dining,Electricity,Water,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-kazipara-mirpur-900-sqft
Used Apartment For Sale in Namapara Khilkhet @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Khilkhet, Dhaka",BDT 3937500 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-for-sale-in-namapara-khilkhet
Resedential Flat in West Dhanmondi @ 1500 Sqft, Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) ," West Dhanmondi, Dhaka",BDT 11300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",,https://homefairbd.com/ad/resedential-flat-in-west-dhanmondi-1500-sqft
Flat in Purana Paltan Culvert Road @ 1320 Sqft, Apartment , 1320 sqft , 3 Bed(s) , 3 Bath(s) ," Purana Paltan, Dhaka",BDT 8600000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/flat-in-purana-paltan-culvert-road
Used Flat for sale in Shekhertek @ 750 Sqft, Apartment , 750 sqft , 2 Bed(s) , 2 Bath(s) ," Mohammadpur, Dhaka",BDT 3700000 ,"Drawing,Dining,Electricity,Water,Lift,Generator, 1 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-shekhertek-750-sqft
Semi Ready Flat Sale in Talertek Namapara @ 1450 Sqft, Apartment , 1450 sqft , 3 Bed(s) , 3 Bath(s) ," Khilkhet, Dhaka",BDT 5695000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-talertek-namapara
Plot sale in Dhaka Sun city @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/plot-sale-in-dhaka-sun-city
8 katha land sale near Meradia Bazaar, Land ,  katha ,,, Dhaka,,"['Water', 'Electricity', None]",sale,https://homefairbd.com/ad/8-katha-land-sale-near-meradia-bazaar
Semi Ready flat in Mogbazar @ 1350 Sqft, Apartment , 1350 sqft , 3 Bed(s) , 3 Bath(s) ," Mogbazar, Dhaka",BDT 9600000 ,"Drawing,Dining,Electricity,Parking,Lift,Water,Generator, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-mogbazar-1350-sqft
Used Apartment in Dhanmondi Rayer Bazar @ 1100 Sqft, Apartment , 1100 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 7300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",,https://homefairbd.com/ad/used-apartment-in-dhanmondi-rayer-bazar
Resedential Apartment in Dhanmondi 27 @ 2390 Sqft, Apartment , 2390 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 31000000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,generator, 3 Balcony ",,https://homefairbd.com/ad/resedential-apartment-in-dhanmondi-27
Resedential plot sale in Dhaka Sun city @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/resedential-plot-sale-in-dhaka-sun-city-3-katha
Flat in South Banasree M Block @ 1773 Sqft, Apartment , 1773 sqft , 4 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 9800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",,https://homefairbd.com/ad/flat-in-south-banasree-m-block-1773-sqft
ঢাকা গোল্ডেন সিটিতে কিস্তিতে বালুভরাট প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%81%E0%A6%AD%E0%A6%B0%E0%A6%BE%E0%A6%9F-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Used Apartment in Iqbal Road @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 14000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",,https://homefairbd.com/ad/used-apartment-in-iqbal-road-1250-sqft
Semi Ready Apartment sale in Uttara Dia bari @ 1195 Sqft, Apartment , 1195 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 7200000 ,"Drawing,Dining,Electricity,Water,Lift,Parking,generator, 3 Balcony ",sale,https://homefairbd.com/ad/semi-ready-apartment-sale-in-uttara-dia-bari
1595 sqft Ongoing flat sale in Aftabnagar, Apartment , 1595 sqft , 3 Bed(s) , 3 Bath(s) ," Aftabnagar, Dhaka",,"['Parking', 'Parking', 'Drawing', 'Dining', 'Lift', 'lift', 'Generator', 'Water', None]",sale,https://homefairbd.com/ad/1595sqft-ongoing-flat-sale-in-aftabnagar
750 sqft Redy flat in Old Dhaka, Apartment , 750 sqft , 2 Bed(s) , 2 Bath(s) ," Lalbag, Dhaka",BDT 3750000 ,"['Drawing', 'Dining', 'Electricity', 'Lift', 'Water', 'generator', None]",,https://homefairbd.com/ad/750sqft-ready-flat-in-old-dhaka
Used flat sale in West Shewrpara near Mirpur-10 @ 973 Sqft, Apartment , 973 sqft , 3 Bed(s) , 2 Bath(s) ," Shewrapara, Dhaka",BDT 4500000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-west-shewrpara-near-mirpur-10
৫ কাঠা কমার্শিয়াল প্লট @ কেরানীগঞ্জ, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/5-katha-commercial-plot-for-sale-keraniganj-dhaka
Semi Ready flat in Noyapara Meradia @ 1411 Sqft, Apartment , 1411 sqft , 3 Bed(s) , 3 Bath(s) ," Khilgoan, Dhaka",BDT 7200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-noyapara-meradia
Ready Property Sale in Bashundhara C Block  @ 1643 Sqft, Apartment , 1643 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 12700000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/ready-property-sale-in-bashundhara-c-block
1600 sqft ready flat in Maniknagar, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Jatrabari, Dhaka",BDT 6880000 ,"['Drawing', 'Dining', 'Electricity', 'Lift', 'Water', 'generator', 'Parking', None]",,https://homefairbd.com/ad/1600sqft-ready-flat-in-maniknagar
"WESTERN PANTHANIBASH, 8600 sft furnished commercial space", Apartment , 8600 sqft , 18 Bed(s) , 18 Bath(s) , Dhaka,BDT 100620000 ,"parking,electricity,Generator, 18 Balcony ",,https://homefairbd.com/ad/WESTERN-PANTHANIBASH--8600-sft-furnished-commercial-space
1813 Sqft Semi Ready flat in Banasree G Block, Apartment , 1813 sqft , 4 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 10900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-banasree-g-block-1813-sqft
ঢাকা সান সিটিতে সাউথ ফেসিং প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%B8%E0%A6%BE%E0%A6%89%E0%A6%A5-%E0%A6%AB%E0%A7%87%E0%A6%B8%E0%A6%BF%E0%A6%82-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Apartment in Banasree E block near Farazi Hospital, Apartment , 1325 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/apartment-in-banasree-e-block-near-farazi-hospital
Luxurious Ready Apatment in Mirpur DOHS @ 1170 Sqft, Apartment , 1170 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur DOHS, Dhaka",BDT 9200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/luxurious-ready-apatment-in-mirpur-dohs
Used Apartment in South Badda @ 1313 Sqft, Apartment , 1313 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 8800000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 3 Balcony ",,https://homefairbd.com/ad/used-apartment-in-south-badda-1313-sqft
1212 sqft brand new flat in Meradiya, Apartment , 1212 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 6300000 ,"lift,Balcony,Electricity,water,Lift,Generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/1212sqft-brand-new-flat-in-meradiya
Ready Apartment in West Manikdi @ 950 Sqft, Apartment , 950 sqft , 2 Bed(s) , 2 Bath(s) ," Cantonment, Dhaka",BDT 4500000 ,"Drawing,Dining,Electricity,Water,Lift,Generator, 1 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-west-manikdi
Resedential plot in Mawa Road @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/resedential-plot-in-mawa-road
Ready flat sale in Uttara Azampur @ 950 Sqft, Apartment , 950 sqft , 3 Bed(s) , 2 Bath(s) ," Uttara, Dhaka",BDT 4200000 ,"Drawing,Dining,Electricity,Water,generator,Parking, 1 Balcony ",sale,https://homefairbd.com/ad/ready-flat-sale-in-uttara-azampur-950-sqft
1085 sft lake view tower , Apartment , 1085 sqft , New ,, Dhaka,BDT 2801470 ,[None],,https://homefairbd.com/ad/1085-sft-lake-view-tower-
1100 sft China Tower flat for sell, Apartment , 1100 sqft , 8th Floor , New , Dhaka,BDT 3905000 ,[None],,https://homefairbd.com/ad/1100-sft-China-Tower-flat-for-sell
1175 sft lake view tower , Apartment , 1175 sqft , New ,, Dhaka,BDT 3008000 ,[None],,https://homefairbd.com/ad/1175-sft-lake-view-tower-
 Luxurious Apatment Sale in Mirpur DOHS @ 1170 Sqft, Apartment , 1170 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur DOHS, Dhaka",BDT 9200000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/luxurious-apatment-sale-in-mirpur-dohs
1500 Sqft Ongoing flat for sale in Khilgaon , Apartment , 1500 sqft , 3 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 7800000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/1500-sqft-ongoing-flat-for-sale-in-khilgaon
ঢাকা গোল্ডেন সিটিতে আবাসিক প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
950 sft lake view tower , Apartment , 950 sqft , New ,, Dhaka,BDT 2396850 ,[None],,https://homefairbd.com/ad/950-sft-lake-view-tower-
858 sft flat for sell, Apartment , 858 sqft , 2 Bed(s) , 2 Bath(s) , Dhaka,BDT 2205060 , 2 Balcony ,,https://homefairbd.com/ad/858-sft-flat-for-sell-1
1070 sft এর রেডি ফ্ল্যাট বিক্রি হবে।, Apartment , 1070 sqft , 4 Bed(s) , 2 Bath(s) , Dhaka,BDT 3501040 , 2 Balcony ,,https://homefairbd.com/ad/1070-sft-%E0%A6%8F%E0%A6%B0-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BF-%E0%A6%B9%E0%A6%AC%E0%A7%87%E0%A5%A4
858 sft flat for sell, Apartment , 858 sqft , 2 Bed(s) , 2 Bath(s) , Dhaka,BDT 2303730 , 2 Balcony ,,https://homefairbd.com/ad/858-sft-flat-for-sell
Ready Apartment for sale in Adabor @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",sale,https://homefairbd.com/ad/ready-apartment-for-sale-in-adabor
Semi Ready Apartment in Rampura Banasree @ 1425 sqft, Apartment , 1425 sqft , 3 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 8200000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-apartment-in-rampura-banasree-1425-sqft
Apartment in Rampura Banasree @ 1325 Sqft, Apartment , 1325 sqft , 3 Bed(s) , 3 Bath(s) ," Rampura, Dhaka",BDT 7600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/apartment-in-rampura-banasree-1325-sqft
Semi Ready Flat for sale in Khilgaon Tilpapara @ 750 Sqft , Apartment , 750 sqft , 2 Bed(s) , 2 Bath(s) ," Khilgoan, Dhaka",BDT 3900000 ,"Drawing,Dining,Electricity,Water,Lift,Parking,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-khilgaon-tilpapara
Apartment Sale in Mohakhali DOHS @ 1350 Sqft, Apartment , 1350 sqft , 3 Bed(s) , 4 Bath(s) ," Mohakhali, Dhaka",BDT 17200000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/apartment-sale-in-mohakhali-dohs
Used Apartment in Middle Badda @ 1144 Sqft, Apartment , 1144 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 7000000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/used-apartment-in-middle-badda-1144-sqft
Flat for sale in bornomala point sylhet @ 1750 Sqft , Apartment , 1750 sqft , 3 Bed(s) , 3 Bath(s) , Sylhet,BDT 6475000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 4 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-bornomala-point-sylhet
Ready flat sale near Banasree model high school, Apartment , 700 sqft , 2 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 2800000 ,"Drawing,Dining,Electricity,Water, 1 Balcony ",sale,https://homefairbd.com/ad/ready-flat-sale-near-banasree-model-high-school-700-sqft
Ready Flat in Dhanmondi 27 @ 2390 sqft, Apartment , 2390 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 31000000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,generator, 3 Balcony ",,https://homefairbd.com/ad/ready-flat-in-dhanmondi-27-2390-sqft
Full Ready Apartment in West Manikdi @ 950 Sqft, Apartment , 950 sqft , 2 Bed(s) , 2 Bath(s) ," Cantonment, Dhaka",BDT 4500000 ,"Drawing,Dining,Electricity,Water,Lift,Generator, 1 Balcony ",,https://homefairbd.com/ad/full-ready-apartment-in-west-manikdi
Used Apartment in Khilkhet @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Khilkhet, Dhaka",BDT 4335000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/used-apartment-in-khilkhet-1050-sqft
Property Sale in Bashundhara D block @ 1530 Sqft, Apartment , 1530 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Water,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/property-sale-in-bashundhara-d-block
Semi Ready Flat in Baridhara J block @ 2200 Sqft , Apartment , 2200 sqft , 4 Bed(s) , 4 Bath(s) ," Bashundhara , Dhaka",BDT 22800000 ,"Drawing,Dining,Electricity,Water,Parking,Lift, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-baridhara-j-block
Used Apartment in Kalabagan @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Kalabagan, Dhaka",BDT 10800000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/used-apartment-in-kalabagan
1250 Sqft Used Apartment in Kalabagan lake circle road, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Kalabagan, Dhaka",BDT 10800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",,https://homefairbd.com/ad/1250-sqft-used-apartment-in-kalabagan-lake-circle-road
Flat for sale in Adabor @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 5000000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-adabor-1050-Sqft
Ready flat in Bashundhara C Block @ 1643 Sqft, Apartment , 1643 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 13700000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/ready-flat-in-bashundhara-f-block-1643-sqft
Ready flat in Adabor @ 1050 Sqft, Apartment , 1050 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6600000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-in-adabor-1050-Sqft
Luxurious Ready Flat Sale in Banani @ 1720 Sqft, Apartment ,  sqft , 3 Bed(s) , 3 Bath(s) ," Banani, Dhaka",BDT 20000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 4 Balcony ",Sale,https://homefairbd.com/ad/luxurious-ready-flat-sale-in-banani-1720-sqft
Semi Ready Apartment in Aftabnagar @ 2340 Sqft, Apartment , 2340 sqft , 4 Bed(s) , 4 Bath(s) ," Aftabnagar, Dhaka",BDT 16700000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-apartment-in-aftabnagar
Land for sale in Dhaka Sun City @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],sale,https://homefairbd.com/ad/land-for-sale-in-dhaka-sun-city
1600 Sqft Semi ready flat in Rampura Banasree E Block, Apartment , 1600 sqft , 4 Bed(s) , 4 Bath(s) ," Rampura, Dhaka",BDT 8500000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-rampura-banasree-e-block
3000 Sqft duplex in Lalmatia C Block, Apartment , 3000 sqft , 4 Bed(s) , 5 Bath(s) ," Lalmatia, Dhaka",BDT 33500000 ,"Drawing,Dining,Balcony,Electricity,Water,Lift,Generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/duplex-in-lalmatia-c-block
