price,currency,area[sqft],num_bed_rooms,building_nature,city
15000000.0,BDT,1290 ,3 ,Residential,Dhaka
15000000.0,BDT,1500 ,3 ,Residential,Dhaka
15000000.0,BDT,1610 ,3 ,Residential,Dhaka
15000000.0,BDT,1404 ,3 ,Residential,Dhaka
15000000.0,BDT,1500 ,3 ,Residential,Dhaka
15000000.0,BDT,1580 ,3 ,Residential,Dhaka
15000000.0,BDT,1850 ,3 ,Residential,Dhaka
15000000.0,BDT,1850 ,4 ,Residential,Dhaka
15000000.0,BDT,1500 ,3 ,Residential,Dhaka
15000000.0,BDT,2120 ,3 ,Residential,Dhaka
15000000.0,BDT,2350 ,4 ,Residential,Dhaka
15000000.0,BDT,1575 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
15000000.0,BDT,1600 ,3 ,Residential,Dhaka
14900000.0,BDT,1444 ,3 ,Residential,Dhaka
14800000.0,BDT,2000 ,3 ,Residential,Dhaka
14800000.0,BDT,1870 ,3 ,Residential,Dhaka
14800000.0,BDT,1870 ,3 ,Residential,Dhaka
14800000.0,BDT,1870 ,3 ,Residential,Dhaka
14700000.0,BDT,2060 ,3 ,Residential,Dhaka
14700000.0,BDT,1545 ,3 ,Residential,Dhaka
14700000.0,BDT,1800 ,3 ,Residential,Dhaka
14600000.0,BDT,1720 ,3 ,Residential,Dhaka
14600000.0,BDT,1720 ,3 ,Residential,Dhaka
14600000.0,BDT,1820 ,3 ,Residential,Dhaka
14550000.0,BDT,1455 ,3 ,Residential,Dhaka
14500000.0,BDT,1566 ,3 ,Residential,Dhaka
14500000.0,BDT,1450 ,3 ,Residential,Dhaka
14500000.0,BDT,1135 ,3 ,Residential,Dhaka
14500000.0,BDT,1536 ,4 ,Residential,Dhaka
14500000.0,BDT,1500 ,3 ,Residential,Dhaka
14500000.0,BDT,1720 ,3 ,Residential,Dhaka
14500000.0,BDT,1785 ,3 ,Residential,Dhaka
14500000.0,BDT,1800 ,3 ,Residential,Dhaka
14500000.0,BDT,1656 ,3 ,Residential,Dhaka
14500000.0,BDT,1656 ,3 ,Residential,Dhaka
14500000.0,BDT,1656 ,3 ,Residential,Dhaka
14500000.0,BDT,1656 ,3 ,Residential,Dhaka
14500000.0,BDT,1656 ,3 ,Residential,Dhaka
14500000.0,BDT,1850 ,3 ,Residential,Dhaka
14400000.0,BDT,1610 ,3 ,Residential,Dhaka
14400000.0,BDT,2110 ,4 ,Residential,Dhaka
14200000.0,BDT,1600 ,4 ,Residential,Dhaka
14200000.0,BDT,1635 ,3 ,Residential,Dhaka
14090000.0,BDT,1409 ,3 ,Residential,Dhaka
14000000.0,BDT,1470 ,3 ,Residential,Dhaka
14000000.0,BDT,1385 ,3 ,Residential,Dhaka
14000000.0,BDT,1700 ,3 ,Residential,Dhaka
14000000.0,BDT,1798 ,3 ,Residential,Dhaka
14000000.0,BDT,1700 ,3 ,Residential,Dhaka
14000000.0,BDT,1375 ,3 ,Residential,Dhaka
14000000.0,BDT,1570 ,3 ,Residential,Dhaka
14000000.0,BDT,2200 ,4 ,Residential,Dhaka
14000000.0,BDT,1373 ,3 ,Residential,Dhaka
14000000.0,BDT,1200 ,3 ,Residential,Dhaka
14000000.0,BDT,1700 ,3 ,Residential,Dhaka
14000000.0,BDT,1290 ,3 ,Residential,Dhaka
14000000.0,BDT,1290 ,3 ,Residential,Dhaka
14000000.0,BDT,1290 ,3 ,Residential,Dhaka
14000000.0,BDT,1250 ,2 ,Residential,Dhaka
14000000.0,BDT,1800 ,3 ,Residential,Dhaka
14000000.0,BDT,1650 ,3 ,Residential,Dhaka
14000000.0,BDT,1585 ,3 ,Residential,Dhaka
14000000.0,BDT,1585 ,3 ,Residential,Dhaka
13799999.999999998,BDT,2129 ,4 ,Residential,Dhaka
13700000.000000002,BDT,1835 ,4 ,Residential,Dhaka
13600000.000000002,BDT,1360 ,3 ,Residential,Dhaka
13600000.000000002,BDT,1810 ,4 ,Residential,Dhaka
13500000.0,BDT,1350 ,3 ,Residential,Dhaka
13500000.0,BDT,1600 ,3 ,Residential,Dhaka
13500000.0,BDT,1550 ,3 ,Residential,Dhaka
13500000.0,BDT,1394 ,3 ,Residential,Dhaka
13500000.0,BDT,1480 ,3 ,Residential,Dhaka
13500000.0,BDT,2610 ,4 ,Residential,Dhaka
13500000.0,BDT,1545 ,3 ,Residential,Dhaka
13500000.0,BDT,1798 ,3 ,Residential,Dhaka
13500000.0,BDT,1015 ,3 ,Residential,Dhaka
13500000.0,BDT,2600 ,4 ,Residential,Dhaka
13500000.0,BDT,1650 ,3 ,Residential,Dhaka
13500000.0,BDT,1650 ,3 ,Residential,Dhaka
13500000.0,BDT,1300 ,3 ,Residential,Dhaka
13500000.0,BDT,1500 ,3 ,Residential,Dhaka
13500000.0,BDT,1850 ,3 ,Residential,Dhaka
13500000.0,BDT,1585 ,3 ,Residential,Dhaka
13400000.0,BDT,1570 ,3 ,Residential,Dhaka
13400000.0,BDT,1570 ,3 ,Residential,Dhaka
13400000.0,BDT,1570 ,3 ,Residential,Dhaka
13400000.0,BDT,1570 ,3 ,Residential,Dhaka
13300000.0,BDT,1750 ,3 ,Residential,Dhaka
13300000.0,BDT,1750 ,3 ,Residential,Dhaka
13200000.0,BDT,1775 ,3 ,Residential,Dhaka
13200000.0,BDT,1537 ,3 ,Residential,Dhaka
13200000.0,BDT,1450 ,3 ,Residential,Dhaka
13200000.0,BDT,1450 ,3 ,Residential,Dhaka
13100000.0,BDT,1455 ,3 ,Residential,Dhaka
13100000.0,BDT,1455 ,3 ,Residential,Dhaka
13000000.0,BDT,1567 ,3 ,Residential,Dhaka
13000000.0,BDT,1515 ,3 ,Residential,Dhaka
13000000.0,BDT,1515 ,3 ,Residential,Dhaka
13000000.0,BDT,1500 ,3 ,Residential,Dhaka
13000000.0,BDT,1260 ,3 ,Residential,Dhaka
13000000.0,BDT,12360 ,3 ,Residential,Dhaka
13000000.0,BDT,1183 ,2 ,Residential,Dhaka
13000000.0,BDT,1600 ,3 ,Residential,Dhaka
13000000.0,BDT,1690 ,4 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1316 ,3 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1452 ,3 ,Residential,Dhaka
13000000.0,BDT,1452 ,3 ,Residential,Dhaka
13000000.0,BDT,1500 ,3 ,Residential,Dhaka
13000000.0,BDT,1500 ,3 ,Residential,Dhaka
13000000.0,BDT,1200 ,3 ,Residential,Dhaka
13000000.0,BDT,1868 ,4 ,Residential,Dhaka
13000000.0,BDT,1508 ,3 ,Residential,Dhaka
13000000.0,BDT,1650 ,3 ,Residential,Dhaka
13000000.0,BDT,1400 ,3 ,Residential,Dhaka
13000000.0,BDT,1785 ,3 ,Residential,Dhaka
13000000.0,BDT,1715 ,3 ,Residential,Dhaka
13000000.0,BDT,1400 ,3 ,Residential,Dhaka
13000000.0,BDT,1515 ,3 ,Residential,Dhaka
13000000.0,BDT,1715 ,3 ,Residential,Dhaka
13000000.0,BDT,1885 ,3 ,Residential,Dhaka
13000000.0,BDT,1550 ,3 ,Residential,Dhaka
13000000.0,BDT,1700 ,3 ,Residential,Dhaka
13000000.0,BDT,1595 ,3 ,Residential,Dhaka
13000000.0,BDT,1600 ,3 ,Residential,Dhaka
13000000.0,BDT,1320 ,3 ,Residential,Dhaka
13000000.0,BDT,1650 ,3 ,Residential,Dhaka
13000000.0,BDT,1650 ,3 ,Residential,Dhaka
13000000.0,BDT,1600 ,3 ,Residential,Dhaka
13000000.0,BDT,1600 ,3 ,Residential,Dhaka
13000000.0,BDT,1600 ,3 ,Residential,Dhaka
13000000.0,BDT,1527 ,3 ,Residential,Dhaka
12800000.0,BDT,2050 ,4 ,Residential,Dhaka
12800000.0,BDT,1250 ,3 ,Residential,Dhaka
12800000.0,BDT,1550 ,3 ,Residential,Dhaka
12700000.0,BDT,1550 ,3 ,Residential,Dhaka
12500000.0,BDT,1370 ,3 ,Residential,Dhaka
12500000.0,BDT,1600 ,4 ,Residential,Dhaka
12500000.0,BDT,1250 ,3 ,Residential,Dhaka
12500000.0,BDT,1476 ,3 ,Residential,Dhaka
12500000.0,BDT,1650 ,3 ,Residential,Dhaka
12500000.0,BDT,1650 ,3 ,Residential,Dhaka
12500000.0,BDT,1650 ,3 ,Residential,Dhaka
12500000.0,BDT,1570 ,4 ,Residential,Dhaka
12500000.0,BDT,1438 ,3 ,Residential,Dhaka
12500000.0,BDT,1438 ,3 ,Residential,Dhaka
12500000.0,BDT,1438 ,3 ,Residential,Dhaka
12500000.0,BDT,1600 ,4 ,Residential,Dhaka
12500000.0,BDT,1545 ,3 ,Residential,Dhaka
12500000.0,BDT,1550 ,3 ,Residential,Dhaka
12500000.0,BDT,1230 ,3 ,Residential,Dhaka
12500000.0,BDT,1230 ,3 ,Residential,Dhaka
12500000.0,BDT,1500 ,3 ,Residential,Dhaka
12500000.0,BDT,1550 ,3 ,Residential,Dhaka
12500000.0,BDT,1450 ,3 ,Residential,Dhaka
12500000.0,BDT,1375 ,3 ,Residential,Dhaka
12500000.0,BDT,1571 ,3 ,Residential,Dhaka
12500000.0,BDT,1571 ,3 ,Residential,Dhaka
12500000.0,BDT,1334 ,3 ,Residential,Dhaka
12500000.0,BDT,1334 ,3 ,Residential,Dhaka
12500000.0,BDT,1485 ,3 ,Residential,Dhaka
12500000.0,BDT,1525 ,3 ,Residential,Dhaka
12500000.0,BDT,1650 ,3 ,Residential,Dhaka
12500000.0,BDT,1600 ,3 ,Residential,Dhaka
12500000.0,BDT,1600 ,3 ,Residential,Dhaka
12500000.0,BDT,1600 ,3 ,Residential,Dhaka
12500000.0,BDT,1720 ,3 ,Residential,Dhaka
12500000.0,BDT,1650 ,3 ,Residential,Dhaka
12500000.0,BDT,2150 ,3 ,Residential,Dhaka
12500000.0,BDT,1825 ,3 ,Residential,Dhaka
12400000.0,BDT,1550 ,3 ,Residential,Dhaka
12300000.0,BDT,1352 ,4 ,Residential,Dhaka
12300000.0,BDT,1688 ,3 ,Residential,Dhaka
12300000.0,BDT,1650 ,3 ,Residential,Dhaka
12200000.0,BDT,1550 ,3 ,Residential,Dhaka
12200000.0,BDT,1420 ,3 ,Residential,Dhaka
12200000.0,BDT,1450 ,3 ,Residential,Dhaka
12200000.0,BDT,1540 ,3 ,Residential,Dhaka
12200000.0,BDT,1550 ,3 ,Residential,Dhaka
12050000.0,BDT,1205 ,3 ,Residential,Dhaka
12050000.0,BDT,1205 ,3 ,Residential,Dhaka
12000000.0,BDT,975 ,2 ,Residential,Dhaka
12000000.0,BDT,2160 ,5 ,Residential,Dhaka
12000000.0,BDT,1000 ,3 ,Residential,Dhaka
12000000.0,BDT,1800 ,4 ,Residential,Dhaka
12000000.0,BDT,1702 ,4 ,Residential,Dhaka
12000000.0,BDT,1230 ,3 ,Residential,Dhaka
12000000.0,BDT,1800 ,4 ,Residential,Dhaka
12000000.0,BDT,1450 ,3 ,Residential,Dhaka
12000000.0,BDT,1230 ,3 ,Residential,Dhaka
12000000.0,BDT,1320 ,3 ,Residential,Dhaka
12000000.0,BDT,1250 ,3 ,Residential,Dhaka
12000000.0,BDT,1250 ,3 ,Residential,Dhaka
12000000.0,BDT,1460 ,3 ,Residential,Dhaka
12000000.0,BDT,1390 ,3 ,Residential,Dhaka
12000000.0,BDT,1509 ,3 ,Residential,Dhaka
12000000.0,BDT,1166 ,3 ,Residential,Dhaka
12000000.0,BDT,1166 ,3 ,Residential,Dhaka
12000000.0,BDT,1166 ,3 ,Residential,Dhaka
12000000.0,BDT,1600 ,3 ,Residential,Dhaka
12000000.0,BDT,1375 ,3 ,Residential,Dhaka
12000000.0,BDT,1625 ,3 ,Residential,Dhaka
12000000.0,BDT,1220 ,3 ,Residential,Dhaka
12000000.0,BDT,1550 ,3 ,Residential,Dhaka
12000000.0,BDT,1450 ,3 ,Residential,Dhaka
12000000.0,BDT,1550 ,3 ,Residential,Dhaka
12000000.0,BDT,1665 ,3 ,Residential,Dhaka
12000000.0,BDT,1550 ,3 ,Residential,Dhaka
12000000.0,BDT,1675 ,4 ,Residential,Dhaka
11900000.0,BDT,1485 ,3 ,Residential,Dhaka
11800000.0,BDT,1300 ,3 ,Residential,Dhaka
11800000.0,BDT,1476 ,3 ,Residential,Dhaka
11800000.0,BDT,1476 ,3 ,Residential,Dhaka
11800000.0,BDT,1472 ,3 ,Residential,Dhaka
11800000.0,BDT,1472 ,3 ,Residential,Dhaka
11800000.0,BDT,1550 ,3 ,Residential,Dhaka
11700000.0,BDT,1643 ,3 ,Residential,Dhaka
11700000.0,BDT,1630 ,3 ,Residential,Dhaka
11700000.0,BDT,1469 ,3 ,Residential,Dhaka
11700000.0,BDT,1469 ,3 ,Residential,Dhaka
11500000.0,BDT,1258 ,3 ,Residential,Dhaka
11500000.0,BDT,1500 ,3 ,Residential,Dhaka
11500000.0,BDT,1550 ,3 ,Residential,Dhaka
11500000.0,BDT,1600 ,4 ,Residential,Dhaka
11500000.0,BDT,1599 ,3 ,Residential,Dhaka
11500000.0,BDT,1080 ,3 ,Residential,Dhaka
11500000.0,BDT,1600 ,3 ,Residential,Dhaka
11500000.0,BDT,1560 ,3 ,Residential,Dhaka
11500000.0,BDT,1702 ,3 ,Residential,Dhaka
11500000.0,BDT,1360 ,3 ,Residential,Dhaka
11500000.0,BDT,1650 ,3 ,Residential,Dhaka
11500000.0,BDT,1850 ,4 ,Residential,Dhaka
11500000.0,BDT,1260 ,3 ,Residential,Dhaka
11500000.0,BDT,1600 ,3 ,Residential,Dhaka
11500000.0,BDT,1600 ,3 ,Residential,Dhaka
11500000.0,BDT,1500 ,3 ,Residential,Dhaka
11500000.0,BDT,1150 ,3 ,Residential,Dhaka
11500000.0,BDT,1850 ,4 ,Residential,Dhaka
11500000.0,BDT,1360 ,3 ,Residential,Dhaka
11500000.0,BDT,1260 ,3 ,Residential,Dhaka
11500000.0,BDT,1520 ,3 ,Residential,Dhaka
11500000.0,BDT,1260 ,2 ,Residential,Dhaka
11500000.0,BDT,1600 ,3 ,Residential,Dhaka
11500000.0,BDT,1410 ,3 ,Residential,Dhaka
11500000.0,BDT,1620 ,3 ,Residential,Dhaka
11500000.0,BDT,1540 ,3 ,Residential,Dhaka
11500000.0,BDT,1540 ,3 ,Residential,Dhaka
11500000.0,BDT,1455 ,3 ,Residential,Dhaka
11500000.0,BDT,1550 ,3 ,Residential,Dhaka
11500000.0,BDT,1550 ,3 ,Residential,Dhaka
11500000.0,BDT,1550 ,3 ,Residential,Dhaka
11500000.0,BDT,2033 ,3 ,Residential,Dhaka
11500000.0,BDT,2033 ,3 ,Residential,Dhaka
11500000.0,BDT,1460 ,3 ,Residential,Dhaka
11500000.0,BDT,1631 ,3 ,Residential,Dhaka
11500000.0,BDT,1472 ,3 ,Residential,Dhaka
11399999.999999998,BDT,1590 ,3 ,Residential,Dhaka
11299999.999999998,BDT,1506 ,3 ,Residential,Dhaka
11299999.999999998,BDT,1506 ,3 ,Residential,Dhaka
11200000.000000002,BDT,1530 ,3 ,Residential,Dhaka
11200000.000000002,BDT,1395 ,3 ,Residential,Dhaka
11200000.000000002,BDT,1395 ,3 ,Residential,Dhaka
11200000.000000002,BDT,1680 ,3 ,Residential,Dhaka
11200000.000000002,BDT,1399 ,3 ,Residential,Dhaka
11000000.0,BDT,1012 ,3 ,Residential,Dhaka
11000000.0,BDT,1363 ,3 ,Residential,Dhaka
11000000.0,BDT,2560 ,4 ,Residential,Dhaka
11000000.0,BDT,1450 ,3 ,Residential,Dhaka
11000000.0,BDT,975 ,2 ,Residential,Dhaka
11000000.0,BDT,1540 ,3 ,Residential,Dhaka
11000000.0,BDT,1125 ,2 ,Residential,Dhaka
11000000.0,BDT,1500 ,3 ,Residential,Dhaka
11000000.0,BDT,1400 ,3 ,Residential,Dhaka
11000000.0,BDT,1600 ,3 ,Residential,Dhaka
11000000.0,BDT,985 ,2 ,Residential,Dhaka
11000000.0,BDT,1455 ,3 ,Residential,Dhaka
11000000.0,BDT,1452 ,3 ,Residential,Dhaka
11000000.0,BDT,1500 ,3 ,Residential,Dhaka
11000000.0,BDT,1500 ,3 ,Residential,Dhaka
11000000.0,BDT,1500 ,3 ,Residential,Dhaka
11000000.0,BDT,1189 ,3 ,Residential,Dhaka
11000000.0,BDT,1400 ,3 ,Residential,Dhaka
11000000.0,BDT,1438 ,3 ,Residential,Dhaka
11000000.0,BDT,1405 ,3 ,Residential,Dhaka
11000000.0,BDT,1405 ,3 ,Residential,Dhaka
11000000.0,BDT,1250 ,3 ,Residential,Dhaka
11000000.0,BDT,1400 ,3 ,Residential,Dhaka
11000000.0,BDT,1500 ,3 ,Residential,Dhaka
11000000.0,BDT,1268 ,3 ,Residential,Dhaka
11000000.0,BDT,1410 ,3 ,Residential,Dhaka
11000000.0,BDT,1665 ,3 ,Residential,Dhaka
11000000.0,BDT,1503 ,3 ,Residential,Dhaka
11000000.0,BDT,1485 ,3 ,Residential,Dhaka
11000000.0,BDT,1400 ,3 ,Residential,Dhaka
11000000.0,BDT,1517 ,3 ,Residential,Dhaka
11000000.0,BDT,1550 ,3 ,Residential,Dhaka
11000000.0,BDT,1550 ,3 ,Residential,Dhaka
11000000.0,BDT,1555 ,3 ,Residential,Dhaka
11000000.0,BDT,1520 ,3 ,Residential,Dhaka
11000000.0,BDT,1558 ,3 ,Residential,Dhaka
10995000.0,BDT,1466 ,3 ,Residential,Dhaka
10920000.0,BDT,1560 ,3 ,Residential,Dhaka
10800000.0,BDT,1250 ,3 ,Residential,Dhaka
10800000.0,BDT,1200 ,3 ,Residential,Dhaka
10800000.0,BDT,1350 ,3 ,Residential,Dhaka
10800000.0,BDT,1400 ,3 ,Residential,Dhaka
10800000.0,BDT,1400 ,3 ,Residential,Dhaka
10800000.0,BDT,1400 ,3 ,Residential,Dhaka
10800000.0,BDT,1400 ,3 ,Residential,Dhaka
10800000.0,BDT,1400 ,3 ,Residential,Dhaka
10800000.0,BDT,1350 ,3 ,Residential,Dhaka
10800000.0,BDT,1410 ,3 ,Residential,Dhaka
10800000.0,BDT,1410 ,3 ,Residential,Dhaka
10800000.0,BDT,1350 ,3 ,Residential,Dhaka
10800000.0,BDT,1350 ,3 ,Residential,Dhaka
10800000.0,BDT,1550 ,3 ,Residential,Dhaka
10785000.0,BDT,1438 ,3 ,Residential,Dhaka
10600000.0,BDT,1674 ,3 ,Residential,Dhaka
10600000.0,BDT,1275 ,3 ,Residential,Dhaka
10600000.0,BDT,1275 ,3 ,Residential,Dhaka
10600000.0,BDT,1400 ,3 ,Residential,Dhaka
10600000.0,BDT,1400 ,3 ,Residential,Dhaka
10600000.0,BDT,1400 ,3 ,Residential,Dhaka
10600000.0,BDT,1065 ,2 ,Residential,Dhaka
10500000.0,BDT,1227 ,3 ,Residential,Dhaka
10500000.0,BDT,1448 ,3 ,Residential,Dhaka
10500000.0,BDT,1550 ,3 ,Residential,Dhaka
10500000.0,BDT,1550 ,3 ,Residential,Dhaka
10500000.0,BDT,1800 ,3 ,Residential,Dhaka
10500000.0,BDT,1160 ,3 ,Residential,Dhaka
10500000.0,BDT,1150 ,3 ,Residential,Dhaka
10500000.0,BDT,1600 ,3 ,Residential,Dhaka
10500000.0,BDT,1200 ,3 ,Residential,Dhaka
10500000.0,BDT,1200 ,3 ,Residential,Dhaka
10500000.0,BDT,1200 ,3 ,Residential,Dhaka
10500000.0,BDT,1200 ,3 ,Residential,Dhaka
10500000.0,BDT,1445 ,4 ,Residential,Dhaka
10500000.0,BDT,1390 ,3 ,Residential,Dhaka
10500000.0,BDT,1450 ,3 ,Residential,Dhaka
10500000.0,BDT,1425 ,3 ,Residential,Dhaka
10500000.0,BDT,1200 ,3 ,Residential,Dhaka
10500000.0,BDT,1055 ,2 ,Residential,Dhaka
10500000.0,BDT,1500 ,3 ,Residential,Dhaka
10500000.0,BDT,1500 ,3 ,Residential,Dhaka
10500000.0,BDT,1450 ,3 ,Residential,Dhaka
10500000.0,BDT,1550 ,3 ,Residential,Dhaka
10500000.0,BDT,1250 ,3 ,Residential,Dhaka
10500000.0,BDT,1365 ,3 ,Residential,Dhaka
10500000.0,BDT,1500 ,3 ,Residential,Dhaka
10500000.0,BDT,1400 ,3 ,Residential,Dhaka
10500000.0,BDT,1510 ,3 ,Residential,Dhaka
10500000.0,BDT,1800 ,3 ,Residential,Dhaka
10500000.0,BDT,1400 ,3 ,Residential,Dhaka
10500000.0,BDT,1400 ,3 ,Residential,Dhaka
10400000.0,BDT,1970 ,3 ,Residential,Dhaka
10400000.0,BDT,1620 ,3 ,Residential,Dhaka
10400000.0,BDT,1890 ,3 ,Residential,Dhaka
10400000.0,BDT,1890 ,3 ,Residential,Dhaka
10368000.0,BDT,1152 ,3 ,Residential,Dhaka
10300000.0,BDT,1565 ,3 ,Residential,Dhaka
10300000.0,BDT,1150 ,3 ,Residential,Dhaka
10200000.0,BDT,1650 ,3 ,Residential,Dhaka
10200000.0,BDT,1654 ,3 ,Residential,Dhaka
10200000.0,BDT,1290 ,3 ,Residential,Dhaka
10000000.0,BDT,1200 ,3 ,Residential,Dhaka
10000000.0,BDT,1200 ,3 ,Residential,Dhaka
10000000.0,BDT,1300 ,3 ,Residential,Dhaka
10000000.0,BDT,1100 ,3 ,Residential,Dhaka
10000000.0,BDT,1080 ,2 ,Residential,Dhaka
10000000.0,BDT,1160 ,3 ,Residential,Dhaka
10000000.0,BDT,1085 ,2 ,Residential,Dhaka
10000000.0,BDT,1450 ,3 ,Residential,Dhaka
10000000.0,BDT,1450 ,3 ,Residential,Dhaka
10000000.0,BDT,1250 ,3 ,Residential,Dhaka
10000000.0,BDT,1280 ,3 ,Residential,Dhaka
10000000.0,BDT,1378 ,3 ,Residential,Dhaka
10000000.0,BDT,1260 ,2 ,Residential,Dhaka
10000000.0,BDT,1340 ,3 ,Residential,Dhaka
10000000.0,BDT,1700 ,4 ,Residential,Dhaka
10000000.0,BDT,1500 ,3 ,Residential,Dhaka
10000000.0,BDT,1400 ,3 ,Residential,Dhaka
10000000.0,BDT,1245 ,3 ,Residential,Dhaka
10000000.0,BDT,1220 ,3 ,Residential,Dhaka
10000000.0,BDT,1281 ,3 ,Residential,Dhaka
9800000.0,BDT,1370 ,3 ,Residential,Dhaka
9800000.0,BDT,1380 ,3 ,Residential,Dhaka
9800000.0,BDT,1014 ,3 ,Residential,Dhaka
9800000.0,BDT,1014 ,3 ,Residential,Dhaka
9800000.0,BDT,1014 ,3 ,Residential,Dhaka
9800000.0,BDT,1250 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1410 ,3 ,Residential,Dhaka
9800000.0,BDT,1500 ,3 ,Residential,Dhaka
9800000.0,BDT,1500 ,3 ,Residential,Dhaka
9800000.0,BDT,1452 ,3 ,Residential,Dhaka
9750000.0,BDT,1300 ,3 ,Residential,Dhaka
9750000.0,BDT,1300 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1275 ,3 ,Residential,Dhaka
9600000.0,BDT,1350 ,3 ,Residential,Dhaka
9500000.0,BDT,1200 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1140 ,3 ,Residential,Dhaka
9500000.0,BDT,1750 ,4 ,Residential,Dhaka
9500000.0,BDT,1750 ,4 ,Residential,Dhaka
9500000.0,BDT,1108 ,3 ,Residential,Dhaka
9500000.0,BDT,1125 ,3 ,Residential,Dhaka
9500000.0,BDT,1654 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1320 ,3 ,Residential,Dhaka
9500000.0,BDT,1600 ,3 ,Residential,Dhaka
9500000.0,BDT,1050 ,2 ,Residential,Dhaka
9500000.0,BDT,1550 ,3 ,Residential,Dhaka
9500000.0,BDT,1450 ,3 ,Residential,Dhaka
9500000.0,BDT,886 ,2 ,Residential,Dhaka
9500000.0,BDT,1250 ,3 ,Residential,Dhaka
9500000.0,BDT,1445 ,3 ,Residential,Dhaka
9500000.0,BDT,1200 ,3 ,Residential,Dhaka
9500000.0,BDT,1200 ,3 ,Residential,Dhaka
9500000.0,BDT,1210 ,3 ,Residential,Dhaka
9500000.0,BDT,1265 ,3 ,Residential,Dhaka
9500000.0,BDT,1420 ,3 ,Residential,Dhaka
9500000.0,BDT,1455 ,3 ,Residential,Dhaka
9500000.0,BDT,1445 ,3 ,Residential,Dhaka
9500000.0,BDT,1445 ,3 ,Residential,Dhaka
9500000.0,BDT,1450 ,3 ,Residential,Dhaka
9500000.0,BDT,1450 ,3 ,Residential,Dhaka
9500000.0,BDT,1450 ,3 ,Residential,Dhaka
9500000.0,BDT,1370 ,3 ,Residential,Dhaka
9500000.0,BDT,1400 ,3 ,Residential,Dhaka
9400000.0,BDT,1400 ,3 ,Residential,Dhaka
9300000.0,BDT,836 ,2 ,Residential,Dhaka
9300000.0,BDT,1155 ,3 ,Residential,Dhaka
9300000.0,BDT,1265 ,3 ,Residential,Dhaka
9300000.0,BDT,1445 ,3 ,Residential,Dhaka
9300000.0,BDT,1369 ,3 ,Residential,Dhaka
9200000.0,BDT,1455 ,3 ,Residential,Dhaka
9200000.0,BDT,1335 ,3 ,Residential,Dhaka
9200000.0,BDT,1525 ,3 ,Residential,Dhaka
9000000.0,BDT,1400 ,3 ,Residential,Dhaka
9000000.0,BDT,1400 ,3 ,Residential,Dhaka
9000000.0,BDT,1269 ,3 ,Residential,Dhaka
