price,currency,area[sqft],num_bed_rooms,building_nature,city
26000000.0,BDT,2374 ,3 ,Residential,Dhaka
26000000.0,BDT,2374 ,3 ,Residential,Dhaka
26000000.0,BDT,2950 ,4 ,Residential,Dhaka
26000000.0,BDT,1650 ,3 ,Residential,Dhaka
26000000.0,BDT,1883 ,3 ,Residential,Dhaka
26000000.0,BDT,1550 ,3 ,Residential,Dhaka
26000000.0,BDT,1550 ,3 ,Residential,Dhaka
26000000.0,BDT,2255 ,3 ,Residential,Dhaka
26000000.0,BDT,2230 ,3 ,Residential,Dhaka
26000000.0,BDT,2230 ,3 ,Residential,Dhaka
26000000.0,BDT,2600 ,3 ,Residential,Dhaka
26000000.0,BDT,3200 ,4 ,Residential,Dhaka
25500000.0,BDT,2750 ,4 ,Residential,Dhaka
25000000.0,BDT,2374 ,3 ,Residential,Dhaka
25000000.0,BDT,1800 ,3 ,Residential,Dhaka
25000000.0,BDT,2200 ,4 ,Residential,Dhaka
25000000.0,BDT,2300 ,4 ,Residential,Dhaka
25000000.0,BDT,2607 ,3 ,Residential,Dhaka
25000000.0,BDT,2100 ,3 ,Residential,Dhaka
25000000.0,BDT,1866 ,3 ,Residential,Dhaka
25000000.0,BDT,2415 ,3 ,Residential,Dhaka
25000000.0,BDT,2415 ,3 ,Residential,Dhaka
25000000.0,BDT,2415 ,3 ,Residential,Dhaka
25000000.0,BDT,2415 ,3 ,Residential,Dhaka
25000000.0,BDT,2100 ,4 ,Residential,Dhaka
25000000.0,BDT,2400 ,4 ,Residential,Dhaka
25000000.0,BDT,2800 ,3 ,Residential,Dhaka
25000000.0,BDT,2800 ,3 ,Residential,Dhaka
25000000.0,BDT,2800 ,3 ,Residential,Dhaka
25000000.0,BDT,2800 ,3 ,Residential,Dhaka
25000000.0,BDT,2800 ,3 ,Residential,Dhaka
24500000.0,BDT,2415 ,3 ,Residential,Dhaka
24500000.0,BDT,2415 ,3 ,Residential,Dhaka
24500000.0,BDT,2415 ,3 ,Residential,Dhaka
24500000.0,BDT,2415 ,3 ,Residential,Dhaka
24000000.0,BDT,1690 ,3 ,Residential,Dhaka
24000000.0,BDT,2226 ,3 ,Residential,Dhaka
24000000.0,BDT,1850 ,3 ,Residential,Dhaka
24000000.0,BDT,2000 ,3 ,Residential,Dhaka
24000000.0,BDT,2162 ,4 ,Residential,Dhaka
23500000.0,BDT,1595 ,3 ,Residential,Dhaka
23500000.0,BDT,1800 ,3 ,Residential,Dhaka
23500000.0,BDT,2360 ,3 ,Residential,Dhaka
23500000.0,BDT,2134 ,4 ,Residential,Dhaka
23200000.0,BDT,2300 ,4 ,Residential,Dhaka
23000000.0,BDT,1925 ,3 ,Residential,Dhaka
23000000.0,BDT,1594 ,3 ,Residential,Dhaka
23000000.0,BDT,1800 ,3 ,Residential,Dhaka
23000000.0,BDT,1945 ,3 ,Residential,Dhaka
23000000.0,BDT,1550 ,3 ,Residential,Dhaka
23000000.0,BDT,1550 ,3 ,Residential,Dhaka
23000000.0,BDT,1667 ,3 ,Residential,Dhaka
23000000.0,BDT,3526 ,5 ,Residential,Dhaka
23000000.0,BDT,1825 ,3 ,Residential,Dhaka
23000000.0,BDT,2100 ,3 ,Residential,Dhaka
23000000.0,BDT,2100 ,3 ,Residential,Dhaka
23000000.0,BDT,2025 ,4 ,Residential,Dhaka
23000000.0,BDT,2097 ,3 ,Residential,Dhaka
22500000.0,BDT,2250 ,4 ,Residential,Dhaka
22500000.0,BDT,2410 ,3 ,Residential,Dhaka
22500000.0,BDT,2410 ,3 ,Residential,Dhaka
22200000.000000004,BDT,2065 ,3 ,Residential,Dhaka
22050000.0,BDT,2100 ,3 ,Residential,Dhaka
22000000.0,BDT,1770 ,3 ,Residential,Dhaka
22000000.0,BDT,2150 ,3 ,Residential,Dhaka
22000000.0,BDT,2200 ,3 ,Residential,Dhaka
22000000.0,BDT,1800 ,3 ,Residential,Dhaka
22000000.0,BDT,1955 ,3 ,Residential,Dhaka
22000000.0,BDT,2097 ,3 ,Residential,Dhaka
22000000.0,BDT,1970 ,3 ,Residential,Dhaka
22000000.0,BDT,2200 ,3 ,Residential,Dhaka
22000000.0,BDT,2097 ,3 ,Residential,Dhaka
21800000.0,BDT,2435 ,4 ,Residential,Dhaka
21500000.0,BDT,1850 ,4 ,Residential,Dhaka
21500000.0,BDT,2100 ,4 ,Residential,Dhaka
21500000.0,BDT,2025 ,4 ,Residential,Dhaka
21500000.0,BDT,2275 ,4 ,Residential,Dhaka
21500000.0,BDT,2475 ,3 ,Residential,Dhaka
21000000.0,BDT,2400 ,4 ,Residential,Dhaka
21000000.0,BDT,1350 ,3 ,Residential,Dhaka
21000000.0,BDT,2150 ,4 ,Residential,Dhaka
21000000.0,BDT,2132 ,3 ,Residential,Dhaka
21000000.0,BDT,2262 ,4 ,Residential,Dhaka
21000000.0,BDT,2230 ,4 ,Residential,Dhaka
21000000.0,BDT,2132 ,3 ,Residential,Dhaka
21000000.0,BDT,1960 ,3 ,Residential,Dhaka
21000000.0,BDT,2300 ,4 ,Residential,Dhaka
21000000.0,BDT,1625 ,3 ,Residential,Dhaka
21000000.0,BDT,2025 ,3 ,Residential,Dhaka
21000000.0,BDT,2410 ,3 ,Residential,Dhaka
21000000.0,BDT,2410 ,3 ,Residential,Dhaka
21000000.0,BDT,1830 ,3 ,Residential,Dhaka
21000000.0,BDT,1830 ,3 ,Residential,Dhaka
20820000.0,BDT,2082 ,3 ,Residential,Dhaka
20820000.0,BDT,2082 ,3 ,Residential,Dhaka
20600000.0,BDT,2070 ,4 ,Residential,Dhaka
20500000.0,BDT,2260 ,4 ,Residential,Dhaka
20500000.0,BDT,1995 ,3 ,Residential,Dhaka
20000000.0,BDT,1820 ,3 ,Residential,Dhaka
20000000.0,BDT,2200 ,4 ,Residential,Dhaka
20000000.0,BDT,2200 ,4 ,Residential,Dhaka
20000000.0,BDT,2070 ,4 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2100 ,3 ,Residential,Dhaka
20000000.0,BDT,2290 ,3 ,Residential,Dhaka
20000000.0,BDT,2290 ,3 ,Residential,Dhaka
20000000.0,BDT,2290 ,3 ,Residential,Dhaka
20000000.0,BDT,2290 ,3 ,Residential,Dhaka
20000000.0,BDT,2260 ,4 ,Residential,Dhaka
20000000.0,BDT,2260 ,4 ,Residential,Dhaka
19900000.0,BDT,2150 ,3 ,Residential,Dhaka
19620000.0,BDT,1962 ,3 ,Residential,Dhaka
19500000.0,BDT,2150 ,4 ,Residential,Dhaka
19000000.0,BDT,1976 ,3 ,Residential,Dhaka
19000000.0,BDT,2282 ,4 ,Residential,Dhaka
19000000.0,BDT,1950 ,3 ,Residential,Dhaka
19000000.0,BDT,1780 ,4 ,Residential,Dhaka
19000000.0,BDT,1350 ,3 ,Residential,Dhaka
19000000.0,BDT,2020 ,3 ,Residential,Dhaka
19000000.0,BDT,1487 ,3 ,Residential,Dhaka
19000000.0,BDT,1530 ,3 ,Residential,Dhaka
19000000.0,BDT,1850 ,3 ,Residential,Dhaka
19000000.0,BDT,3 ,3 ,Residential,Dhaka
19000000.0,BDT,2200 ,4 ,Residential,Dhaka
19000000.0,BDT,2200 ,4 ,Residential,Dhaka
19000000.0,BDT,2190 ,4 ,Residential,Dhaka
18900000.0,BDT,1800 ,3 ,Residential,Dhaka
18900000.0,BDT,1585 ,3 ,Residential,Dhaka
18800000.0,BDT,1580 ,3 ,Residential,Dhaka
18700000.0,BDT,1870 ,4 ,Residential,Dhaka
18500000.0,BDT,1879 ,3 ,Residential,Dhaka
18500000.0,BDT,1918 ,3 ,Residential,Dhaka
18500000.0,BDT,1800 ,3 ,Residential,Dhaka
18500000.0,BDT,1450 ,3 ,Residential,Dhaka
18500000.0,BDT,2400 ,4 ,Residential,Dhaka
18500000.0,BDT,1720 ,3 ,Residential,Dhaka
18290000.0,BDT,1829 ,3 ,Residential,Dhaka
18200000.0,BDT,1985 ,3 ,Residential,Dhaka
18200000.0,BDT,1985 ,3 ,Residential,Dhaka
18100000.0,BDT,1750 ,3 ,Residential,Dhaka
18000000.0,BDT,1341 ,3 ,Residential,Dhaka
18000000.0,BDT,1960 ,4 ,Residential,Dhaka
18000000.0,BDT,1680 ,3 ,Residential,Dhaka
18000000.0,BDT,1860 ,3 ,Residential,Dhaka
18000000.0,BDT,2300 ,3 ,Residential,Dhaka
18000000.0,BDT,2300 ,3 ,Residential,Dhaka
18000000.0,BDT,2300 ,3 ,Residential,Dhaka
18000000.0,BDT,2000 ,4 ,Residential,Dhaka
18000000.0,BDT,2000 ,4 ,Residential,Dhaka
18000000.0,BDT,2000 ,4 ,Residential,Dhaka
18000000.0,BDT,2000 ,4 ,Residential,Dhaka
18000000.0,BDT,2000 ,4 ,Residential,Dhaka
17800000.0,BDT,2100 ,3 ,Residential,Dhaka
17700000.0,BDT,1410 ,3 ,Residential,Dhaka
17500000.0,BDT,1700 ,3 ,Residential,Dhaka
17500000.0,BDT,2020 ,3 ,Residential,Dhaka
17500000.0,BDT,2020 ,3 ,Residential,Dhaka
17500000.0,BDT,2020 ,3 ,Residential,Dhaka
17500000.0,BDT,1887 ,3 ,Residential,Dhaka
17500000.0,BDT,1887 ,3 ,Residential,Dhaka
17500000.0,BDT,1887 ,3 ,Residential,Dhaka
17500000.0,BDT,1887 ,3 ,Residential,Dhaka
17500000.0,BDT,1887 ,3 ,Residential,Dhaka
17500000.0,BDT,2000 ,3 ,Residential,Dhaka
17500000.0,BDT,1635 ,3 ,Residential,Dhaka
17200000.0,BDT,2000 ,3 ,Residential,Dhaka
17100000.0,BDT,1675 ,3 ,Residential,Dhaka
17100000.0,BDT,1675 ,3 ,Residential,Dhaka
17000000.0,BDT,1620 ,3 ,Residential,Dhaka
17000000.0,BDT,1700 ,3 ,Residential,Dhaka
17000000.0,BDT,1580 ,3 ,Residential,Dhaka
17000000.0,BDT,1558 ,3 ,Residential,Dhaka
17000000.0,BDT,1500 ,3 ,Residential,Dhaka
17000000.0,BDT,1500 ,3 ,Residential,Dhaka
17000000.0,BDT,1500 ,3 ,Residential,Dhaka
17000000.0,BDT,1258 ,3 ,Residential,Dhaka
17000000.0,BDT,1900 ,4 ,Residential,Dhaka
17000000.0,BDT,1550 ,3 ,Residential,Dhaka
17000000.0,BDT,1550 ,3 ,Residential,Dhaka
17000000.0,BDT,1375 ,3 ,Residential,Dhaka
17000000.0,BDT,1620 ,3 ,Residential,Dhaka
17000000.0,BDT,1635 ,3 ,Residential,Dhaka
17000000.0,BDT,2200 ,4 ,Residential,Dhaka
17000000.0,BDT,2105 ,3 ,Residential,Dhaka
17000000.0,BDT,2392 ,4 ,Residential,Dhaka
17000000.0,BDT,2375 ,3 ,Residential,Dhaka
17000000.0,BDT,1785 ,3 ,Residential,Dhaka
16700000.0,BDT,1390 ,3 ,Residential,Dhaka
16560000.0,BDT,1380 ,3 ,Residential,Dhaka
16500000.0,BDT,1700 ,3 ,Residential,Dhaka
16500000.0,BDT,1500 ,3 ,Residential,Dhaka
16500000.0,BDT,1870 ,3 ,Residential,Dhaka
16500000.0,BDT,1650 ,3 ,Residential,Dhaka
16500000.0,BDT,2000 ,3 ,Residential,Dhaka
16500000.0,BDT,1850 ,3 ,Residential,Dhaka
16500000.0,BDT,1620 ,3 ,Residential,Dhaka
16500000.0,BDT,1620 ,3 ,Residential,Dhaka
16500000.0,BDT,1620 ,3 ,Residential,Dhaka
16500000.0,BDT,1785 ,3 ,Residential,Dhaka
16500000.0,BDT,1900 ,3 ,Residential,Dhaka
16500000.0,BDT,1685 ,3 ,Residential,Dhaka
16500000.0,BDT,1890 ,3 ,Residential,Dhaka
16500000.0,BDT,4200 ,4 ,Residential,Dhaka
16500000.0,BDT,2000 ,3 ,Residential,Dhaka
16500000.0,BDT,2105 ,3 ,Residential,Dhaka
16500000.0,BDT,1960 ,4 ,Residential,Dhaka
16500000.0,BDT,1850 ,3 ,Residential,Dhaka
16399999.999999998,BDT,1950 ,4 ,Residential,Dhaka
16399999.999999998,BDT,1950 ,4 ,Residential,Dhaka
16399999.999999998,BDT,1950 ,4 ,Residential,Dhaka
16200000.000000002,BDT,1870 ,3 ,Residential,Dhaka
16200000.000000002,BDT,1985 ,3 ,Residential,Dhaka
16200000.000000002,BDT,1985 ,3 ,Residential,Dhaka
16000000.0,BDT,1800 ,3 ,Residential,Dhaka
16000000.0,BDT,2514 ,4 ,Residential,Dhaka
16000000.0,BDT,1640 ,3 ,Residential,Dhaka
16000000.0,BDT,1640 ,3 ,Residential,Dhaka
16000000.0,BDT,2000 ,3 ,Residential,Dhaka
16000000.0,BDT,2150 ,4 ,Residential,Dhaka
16000000.0,BDT,2150 ,4 ,Residential,Dhaka
16000000.0,BDT,1510 ,3 ,Residential,Dhaka
16000000.0,BDT,1575 ,3 ,Residential,Dhaka
16000000.0,BDT,1879 ,3 ,Residential,Dhaka
16000000.0,BDT,1950 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1600 ,3 ,Residential,Dhaka
16000000.0,BDT,1650 ,3 ,Residential,Dhaka
16000000.0,BDT,1423 ,3 ,Residential,Dhaka
15700000.0,BDT,1593 ,3 ,Residential,Dhaka
15600000.0,BDT,1570 ,3 ,Residential,Dhaka
15600000.0,BDT,1575 ,3 ,Residential,Dhaka
15600000.0,BDT,1565 ,3 ,Residential,Dhaka
15600000.0,BDT,1570 ,3 ,Residential,Dhaka
15600000.0,BDT,1850 ,3 ,Residential,Dhaka
15600000.0,BDT,1850 ,3 ,Residential,Dhaka
15600000.0,BDT,1850 ,3 ,Residential,Dhaka
15600000.0,BDT,1850 ,3 ,Residential,Dhaka
15600000.0,BDT,1850 ,3 ,Residential,Dhaka
15500000.0,BDT,1600 ,3 ,Residential,Dhaka
15500000.0,BDT,1800 ,4 ,Residential,Dhaka
15500000.0,BDT,1870 ,3 ,Residential,Dhaka
15500000.0,BDT,1920 ,3 ,Residential,Dhaka
15500000.0,BDT,1920 ,3 ,Residential,Dhaka
15500000.0,BDT,1815 ,3 ,Residential,Dhaka
15500000.0,BDT,1920 ,3 ,Residential,Dhaka
15500000.0,BDT,1770 ,4 ,Residential,Dhaka
15500000.0,BDT,1870 ,3 ,Residential,Dhaka
15500000.0,BDT,1500 ,3 ,Residential,Dhaka
15500000.0,BDT,1300 ,3 ,Residential,Dhaka
15500000.0,BDT,1650 ,3 ,Residential,Dhaka
15480000.0,BDT,2150 ,4 ,Residential,Dhaka
15300000.0,BDT,1850 ,3 ,Residential,Dhaka
15000000.0,BDT,1250 ,3 ,Residential,Dhaka
15000000.0,BDT,1550 ,3 ,Residential,Dhaka
15000000.0,BDT,1545 ,3 ,Residential,Dhaka
15000000.0,BDT,1265 ,3 ,Residential,Dhaka
15000000.0,BDT,2120 ,3 ,Residential,Dhaka
