air_conditioning-amenity,area,balcony-or-terrace-amenity,building_type,cctv-security-amenity,central-heating-amenity,elevators-in-building-amenity,emergency_stairs-amenity,fitness_center-amenity,floor,garage,lawn-or-garden-amenity,generator-amenity,government_gas-amenity,interior,land_size,num_balcony,num_bath_rooms,num_bed_rooms,parking-spaces-amenity,pets_allow-amenity,price,property_url,reception-amenity,security-amenity,servant_room-amenity,purpose,swimming-pool-amenity,tv_cable-amenity,unit,wifi-amenity,year_built,building_nature,city,address,property_description,property_overview
,1280.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,yes,Un-Furnished,4 Katha,2.0,3,3,yes,,9500000.0,https://iqibd.com/properties/264,yes,yes,,Sale,,yes,A1,yes,2012.0,Residential,,Bashundhara,,
,2000.0,,Apartment,yes,yes,yes,yes,,1st & 9th,1.0,,,,Un-Furnished,4.44 Katha,2.0,3,3,yes,,18000000.0,https://iqibd.com/properties/263,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,1365.0,,Apartment,yes,,yes,yes,,2nd,1.0,,yes,yes,Un-Furnished,5 Katha,3.0,3,3,yes,,10000000.0,https://iqibd.com/properties/265,,yes,,Sale,,yes,,yes,2022.0,Residential,,Mirpur,,
,1550.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,,Un-Furnished,5 Katha,3.0,4,3,yes,,19000000.0,https://iqibd.com/properties/266,yes,yes,,Sale,,yes,5B,yes,2018.0,Residential, Dhaka,Malibagh,,
,1387.0,,Apartment,,,yes,yes,,6th,1.0,,yes,,Un-Furnished,14.5 Katha,3.0,3,3,yes,,9200000.0,https://iqibd.com/properties/268,yes,yes,,Sale,,yes,E6,yes,2023.0,Residential,,Badda,,
,1369.0,,Apartment,,,yes,yes,,7th,1.0,,yes,,Un-Furnished,14.5 Katha,3.0,3,3,yes,,9200000.0,https://iqibd.com/properties/267,yes,yes,,Sale,,yes,C7,yes,2023.0,Residential,,Badda,,
,1300.0,,Apartment,yes,,yes,yes,,9th,,,yes,,Un-Furnished,5 Katha,2.0,3,3,,,11000000.0,https://iqibd.com/properties/257,yes,yes,,Sale,,yes,A-9,yes,2021.0,Residential,,Aftabnagar,,
,1812.0,,Apartment,,,yes,yes,,5th & 6th,1.0,,yes,,Un-Furnished,4 Katha,3.0,3,3,yes,,16000000.0,https://iqibd.com/properties/247,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,1990.0,,Apartment,,yes,,yes,,2nd,1.0,yes,yes,,Un-Furnished,4 Katha,3.0,4,4,yes,,18000000.0,https://iqibd.com/properties/246,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Bashundhara,,
,2200.0,,Apartment,yes,,yes,yes,,"1st,3rd,5th & 6th",1.0,,yes,,Un-Furnished,5 Katha,3.0,4,3,yes,,18000000.0,https://iqibd.com/properties/249,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Bashundhara,,
,2190.0,yes,Apartment,yes,,yes,yes,,9th,1.0,,yes,,Un-Furnished,10 Katha,7.0,4,3,yes,,21000000.0,https://iqibd.com/properties/250,yes,yes,,Sale,,yes,9B,yes,2019.0,Residential,,Bashundhara,,
,2150.0,,Apartment,,,yes,yes,,"2nd,4th,6th,8th & 9th",1.0,,yes,,Un-Furnished,5 Katha,4.0,4,4,yes,,18000000.0,https://iqibd.com/properties/248,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,1445.0,,Apartment,yes,,,yes,,3rd,1.0,,yes,yes,Un-Furnished,4 Katha,2.0,3,3,,,10000000.0,https://iqibd.com/properties/251,yes,yes,,Sale,,yes,,yes,2016.0,Residential,,Mirpur,,
,2650.0,,Apartment,,,yes,yes,,2nd,2.0,,yes,,Un-Furnished,5 Katha,4.0,5,5,yes,,18800000.0,https://iqibd.com/properties/252,yes,yes,,Sale,,yes,Single,yes,2020.0,Residential,,Uttara,,
,1250.0,,Apartment,yes,,yes,yes,,5th,,,yes,,Un-Furnished,3.85 Katha,3.0,3,3,,,8500000.0,https://iqibd.com/properties/253,yes,yes,,Sale,,yes,5A,yes,2022.0,Residential,,Mirpur,,
,1450.0,,Apartment,yes,,yes,yes,,3rd,1.0,,yes,,Un-Furnished,2.5 Katha,2.0,3,3,yes,,9800000.0,https://iqibd.com/properties/255,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Aftabnagar,,
,1737.0,,Apartment,yes,,yes,yes,,1st,1.0,,,,Un-Furnished,12 Katha,4.0,4,3,yes,,13000000.0,https://iqibd.com/properties/254,yes,yes,,Sale,,,B-1,yes,2020.0,Residential,,Mirpur,,
,1250.0,,Apartment,yes,,yes,yes,,7th,,,yes,,Un-Furnished,8 Katha,3.0,3,3,,,9200000.0,https://iqibd.com/properties/256,yes,yes,,Sale,,yes,8B,yes,2023.0,Residential,,Aftabnagar,,
,1750.0,,Apartment,yes,,yes,yes,,2nd & 6th,1.0,,yes,,Un-Furnished,3 Katha,3.0,3,3,yes,,17500000.0,https://iqibd.com/properties/245,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Bashundhara,,
,1020.0,yes,Apartment,yes,,yes,yes,,5tt & 8th,1.0,,yes,,Un-Furnished,7.5 Katha,2.0,3,3,yes,,6000000.0,https://iqibd.com/properties/235,yes,yes,,Sale,,,A5 & C8,yes,2022.0,Residential, Dhaka,Khilgaon,,
,1245.0,yes,Apartment,yes,,yes,yes,,1st & 8th,1.0,,yes,,Un-Furnished,5 Katha,2.0,3,3,yes,,12500000.0,https://iqibd.com/properties/234,yes,yes,,Sale,,yes,"A1, A8, B8",yes,2022.0,Residential, Dhaka,Khilgaon,,
,1314.0,,Apartment,,,yes,yes,,5th,1.0,,yes,,Un-Furnished,10 Katha,3.0,3,3,yes,,5500000.0,https://iqibd.com/properties/236,yes,yes,,Sale,,yes,E1,yes,2023.0,Residential,,Mirpur,,
,3726.0,,Apartment,,,yes,yes,,6th & 7th,1.0,,yes,,Un-Furnished,,5.0,5,5,yes,,38500000.0,https://iqibd.com/properties/237,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Uttara,,
,1550.0,,Apartment,,,yes,yes,,2nd,1.0,,yes,,Un-Furnished,3.5 Katha,2.0,3,3,yes,,14000000.0,https://iqibd.com/properties/238,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Uttara,,
,1625.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,,Un-Furnished,3 Katha,3.0,3,4,yes,,14000000.0,https://iqibd.com/properties/239,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Banasree,,
,1469.0,,Apartment,,,yes,yes,,8th,1.0,,yes,,Un-Furnished,,,3,3,yes,,9200000.0,https://iqibd.com/properties/240,yes,yes,,Sale,,yes,A8,yes,2016.0,Residential,,Badda,,
,2600.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,yes,Un-Furnished,3.5 Katha,3.0,5,4,yes,,14500000.0,https://iqibd.com/properties/241,yes,yes,,Sale,,yes,Single,yes,,Residential,,Banasree,,
,900.0,,Apartment,yes,,yes,,,1st,,,yes,,Un-Furnished,,,2,3,,,6000000.0,https://iqibd.com/properties/242,yes,yes,,Sale,,yes,,yes,,Residential,,Badda,,
,1302.0,,Apartment,yes,,yes,yes,,4th,1.0,,yes,yes,Un-Furnished,12 Katha,,2,3,yes,,7600000.0,https://iqibd.com/properties/243,yes,yes,,Sale,,yes,,yes,2019.0,Residential,,Badda,,
,1350.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,,Un-Furnished,,,3,3,yes,,9800000.0,https://iqibd.com/properties/244,yes,yes,,Sale,,yes,,yes,,Residential,,Aftabnagar,,
,1500.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,,Un-Furnished,7 Katha,2.0,3,3,yes,,11500000.0,https://iqibd.com/properties/232,yes,yes,,Sale,,,A1,yes,2022.0,Residential,,Mohammadpur,,
,2250.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,,Un-Furnished,5 Katha,4.0,3,3,yes,,19000000.0,https://iqibd.com/properties/221,yes,yes,,Sale,,yes,Single,yes,2021.0,Residential,,Bashundhara,,
,1650.0,,Apartment,yes,,yes,yes,,"2nd,6th,7th",1.0,,yes,,Un-Furnished,4 Katha,3.0,3,3,yes,,13000000.0,https://iqibd.com/properties/223,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,1455.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,yes,Un-Furnished,7.5 Katha,3.0,3,3,yes,,10000000.0,https://iqibd.com/properties/222,yes,yes,,Sale,,yes,5B,yes,2013.0,Residential,,Bashundhara,,
,900.0,,Apartment,yes,,yes,,,1st,,,yes,,Un-Furnished,10 Katha,2.0,2,2,,,6900000.0,https://iqibd.com/properties/224,,yes,,Sale,,,D1,yes,2021.0,Residential,,Mohammadpur,,
,925.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,,Un-Furnished,5 Katha,2.0,2,2,yes,,4500000.0,https://iqibd.com/properties/225,yes,yes,,Sale,,yes,5B,yes,2010.0,Residential,,Mohammadpur,,
,1360.0,,Apartment,yes,,yes,yes,,6th,1.0,,yes,,Un-Furnished,5 Katha,3.0,3,3,yes,,8500000.0,https://iqibd.com/properties/226,yes,yes,,Sale,,yes,A7,yes,2020.0,Residential,,Mohammadpur,,
,1400.0,,Apartment,yes,,yes,yes,,2nd,1.0,,yes,,Un-Furnished,4.6 Katha,2.0,3,3,yes,,8600000.0,https://iqibd.com/properties/227,yes,yes,,Sale,,yes,2B,yes,2023.0,Residential,,Mohammadpur,,
,2400.0,,Apartment,,,yes,yes,,7th,1.0,,yes,yes,Un-Furnished,5 Katha,4.0,3,3,yes,,18500000.0,https://iqibd.com/properties/229,yes,yes,,Sale,,,Single,yes,2011.0,Residential,,Uttara,,
,1800.0,,Apartment,,,yes,yes,,"2nd,4th,6th.8th",1.0,,yes,,Un-Furnished,11 Katha,,3,3,yes,,16800000.0,https://iqibd.com/properties/230,yes,yes,,Sale,,,,yes,2023.0,Residential,,Bashundhara,,
,1775.0,,Apartment,yes,,yes,yes,,"2nd,4th,6th.8th",1.0,,yes,,Un-Furnished,11 Katha,,3,4,yes,,16200000.0,https://iqibd.com/properties/231,yes,yes,,Sale,,yes,,yes,2023.0,Residential,,Bashundhara,,
,2700.0,,Apartment,yes,,yes,yes,,1st,2.0,,yes,yes,Un-Furnished,5 Katha,2.0,4,4,yes,,22000000.0,https://iqibd.com/properties/220,yes,yes,,Sale,,yes,Single,yes,2018.0,Residential,,Bashundhara,,
,1860.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,yes,Un-Furnished,3.5 Katha,3.0,4,4,yes,,18000000.0,https://iqibd.com/properties/228,yes,yes,,Sale,,yes,A1,yes,2022.0,Residential,,Uttara,,
,1850.0,,Apartment,yes,,yes,yes,,9th,1.0,,yes,,Un-Furnished,3.25 Katha,3.0,4,2,yes,,25000000.0,https://iqibd.com/properties/209,yes,yes,,Sale,,yes,A6,yes,2022.0,Residential,,Lalmatia,,
,2982.0,,Apartment,yes,,yes,yes,,9th,1.0,,yes,,Un-Furnished,6 Katha,3.0,5,4,yes,,40000000.0,https://iqibd.com/properties/208,yes,yes,,Sale,,yes,A6,yes,2022.0,Residential,,Gulshan,,
,1160.0,,Apartment,yes,,yes,yes,,3rd,1.0,,yes,,Un-Furnished,3.65 Katha,2.0,3,3,yes,,6500000.0,https://iqibd.com/properties/210,yes,yes,,Sale,,yes,2B,yes,2022.0,Residential,,Mirpur,,
,1900.0,,Apartment,yes,,yes,yes,,4th,1.0,,yes,,Un-Furnished,3 Katha,2.0,4,4,yes,,15500000.0,https://iqibd.com/properties/211,yes,yes,,Sale,,yes,Single,yes,2014.0,Residential,,Banasree,,
,1700.0,,Apartment,yes,,yes,yes,,4th,1.0,,yes,,Un-Furnished,,3.0,4,4,yes,,13000000.0,https://iqibd.com/properties/212,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Badda,,
yes,7300.0,yes,Apartment,yes,,yes,yes,yes,3rd & 4th,1.0,yes,yes,,Un-Furnished,19.5 Katha,4.0,5,4,yes,,145000000.0,https://iqibd.com/properties/213,yes,yes,,Sale,yes,yes,3B & 4B,yes,2019.0,Residential,,Gulshan,,
,2900.0,yes,Apartment,yes,,yes,yes,,3rd,2.0,yes,yes,,Un-Furnished,14.95 Katha,3.0,4,4,yes,,50000000.0,https://iqibd.com/properties/214,yes,,,Sale,yes,yes,3B,yes,2022.0,Residential,,Gulshan,,
,1515.0,,Apartment,yes,,yes,yes,,2nd,1.0,,yes,yes,Un-Furnished,5 Katha,3.0,3,3,yes,,15000000.0,https://iqibd.com/properties/215,yes,yes,,Sale,,,2A & 2B,yes,2013.0,Residential,,Uttara,,
,2600.0,,Apartment,yes,,yes,yes,,7th,1.0,,yes,,Un-Furnished,5 Katha,4.0,5,4,yes,,22000000.0,https://iqibd.com/properties/218,yes,yes,,Sale,,,Single,yes,2022.0,Residential,,Uttara,,
,1300.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,,Un-Furnished,5 Katha,3.0,3,3,yes,,12000000.0,https://iqibd.com/properties/217,yes,yes,,Sale,,yes,A1,yes,2022.0,Residential,,Uttara,,
,1200.0,,Apartment,yes,,yes,yes,,4th,1.0,,yes,,Un-Furnished,5 Katha,3.0,3,3,yes,,14000000.0,https://iqibd.com/properties/219,yes,yes,,Sale,,yes,4A,yes,2022.0,Residential,,Uttara,,
,1091.0,,Apartment,yes,,yes,yes,,9th,1.0,,yes,,Un-Furnished,,2.0,3,3,,,6800000.0,https://iqibd.com/properties/207,yes,yes,,Sale,,yes,B2,yes,2012.0,Residential,,Badda,,
,1450.0,,Apartment,yes,,yes,yes,,7th,,,yes,,Un-Furnished,14.50 Katha,2.0,3,3,yes,,8200000.0,https://iqibd.com/properties/196,yes,yes,,Sale,,yes,C7,yes,2022.0,Residential,,Mirpur,,
,1200.0,,Apartment,yes,,yes,yes,,8th,,,yes,,Un-Furnished,14.50 Katha,2.0,3,3,,,6600000.0,https://iqibd.com/properties/197,yes,yes,,Sale,,yes,F8,yes,2022.0,Residential,,Mirpur,,
,1524.0,,Apartment,yes,,yes,yes,,3rd,1.0,,yes,,Un-Furnished,3.3 Katha,3.0,3,3,,,9200000.0,https://iqibd.com/properties/200,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,1560.0,,Apartment,yes,,yes,yes,,1st,1.0,,yes,,Un-Furnished,3 Katha,3.0,3,3,yes,,11000000.0,https://iqibd.com/properties/199,yes,yes,,Sale,,yes,Single,yes,2012.0,Residential,,Bashundhara,,
,1524.0,,Apartment,yes,,yes,yes,,"1st,7th",1.0,,yes,,Un-Furnished,3.3 Katha,3.0,3,3,yes,,8800000.0,https://iqibd.com/properties/198,yes,yes,,Sale,,yes,Single,yes,2023.0,Residential,,Bashundhara,,
,2900.0,,Apartment,yes,,yes,yes,yes,8th,2.0,,yes,,Un-Furnished,,2.0,3,3,yes,,39000000.0,https://iqibd.com/properties/201,yes,yes,,Sale,yes,yes,,yes,2019.0,Residential, Dhaka,Dhanmondi,,
,1864.0,,Apartment,yes,,yes,yes,,2nd,2.0,,yes,,Un-Furnished,12.5 katha,2.0,4,3,yes,,21000000.0,https://iqibd.com/properties/202,yes,yes,,Sale,,yes,2C,yes,2012.0,Residential,,Mohammadpur,,
yes,2421.0,,Apartment,yes,,yes,yes,,3rd,1.0,yes,yes,,Un-Furnished,10 Katha,2.0,3,3,yes,,40000000.0,https://iqibd.com/properties/204,yes,,,Sale,,yes,B2,yes,2012.0,Residential,,Gulshan,,
,2087.0,,Apartment,yes,,yes,yes,,4th,2.0,,yes,,Un-Furnished,,3.0,4,3,yes,,29000000.0,https://iqibd.com/properties/203,yes,yes,,Sale,,yes,,yes,2006.0,Residential, Dhaka,Dhanmondi,,
,1500.0,,Apartment,yes,,yes,yes,,1sr & 3rd,1.0,,yes,,Un-Furnished,2.57 Katha,3.0,3,3,yes,,9000000.0,https://iqibd.com/properties/205,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Mirpur,,
,1600.0,,Apartment,yes,,yes,yes,,2nd,1.0,,yes,,Un-Furnished,,3.0,3,3,yes,,11000000.0,https://iqibd.com/properties/206,yes,yes,,Sale,,yes,Single,yes,2018.0,Residential,,Banasree,,
,1450.0,,Apartment,yes,,yes,yes,,"3rd,5th",1.0,,yes,,Un-Furnished,14.50 Katha,2.0,3,3,yes,,8600000.0,https://iqibd.com/properties/195,yes,yes,,Sale,,yes,"C3,C5",yes,2022.0,Residential,,Mirpur,,
,2260.0,,Apartment,yes,,yes,yes,,2nd,1.0,,yes,,Un-Furnished,6 Katha,3.0,4,4,yes,,21000000.0,https://iqibd.com/properties/183,yes,yes,,Sale,,yes,Single,yes,2022.0,Residential,,Uttara,,
,1540.0,,Apartment,yes,,yes,yes,,5th,1.0,,yes,,Un-Furnished,5 Katha,3.0,3,3,yes,,15000000.0,https://iqibd.com/properties/184,yes,yes,,Sale,,yes,Single,yes,2006.0,Residential,,Lalmatia,,
